institute_id,year,name_canonical,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,faculty_count,total_student_strength,faculty_student_ratio,total_graduating,total_placed,total_higher_studies,placement_rate_pct,phd_fulltime_current,phd_parttime_current,sponsored_projects_y1,sponsored_amount_y1,scopus_total_documents,scopus_total_citations,scopus_avg_citations_per_doc,matched_journal_docs,quartile_match_rate_pct,pct_q1,pct_q2,pct_q3,pct_q4
IR-O-U-0435,2021,Alagappa University,Karaikudi,Tamil Nadu,58.71,27.32,67.45,51.68,46.34,49.09,33,349,3305,9.47,1327,113,12,8.5,690,836,54,44347060,680,18858,27.73,584,85.9,46.7,36.0,11.5,5.8
IR-O-U-0435,2022,Alagappa University,Karaikudi,Tamil Nadu,61.66,32.63,72.21,51.56,42.91,52.18,28,361,3480,9.64,1328,91,27,6.9,710,830,19,70419233,632,11746,18.59,508,80.4,44.9,37.6,10.4,7.1
IR-O-U-0435,2023,Alagappa University,Karaikudi,Tamil Nadu,61.51,36.63,73.97,52.13,40.88,53.53,30,378,3859,10.21,1397,203,50,14.5,779,878,31,160407480,538,8601,15.99,452,84.0,40.5,39.8,13.1,6.6
IR-O-U-0435,2024,Alagappa University,Karaikudi,Tamil Nadu,65.88,35.30,73.76,51.91,35.47,53.84,47,388,3899,10.05,1557,364,49,23.4,750,779,13,147013386,528,4666,8.84,446,84.5,47.1,27.6,17.3,8.1
IR-O-U-0435,2025,Alagappa University,Karaikudi,Tamil Nadu,64.62,33.07,73.27,55.96,49.04,54.45,44,382,4051,10.6,1617,311,93,19.2,731,725,41,166816254,598,2477,4.14,500,83.6,41.4,31.6,17.6,9.4
IR-O-U-0496,2021,Aligarh Muslim University,Aligarh,Uttar Pradesh,69.06,40.86,80.06,56.93,42.90,58.97,10,1674,20198,12.07,5074,865,2312,17.0,3634,250,81,563724255,2011,44664,22.21,1531,76.1,35.7,28.5,22.1,13.7
IR-O-U-0496,2022,Aligarh Muslim University,Aligarh,Uttar Pradesh,69.21,43.04,88.92,56.29,43.49,61.43,11,1645,17949,10.91,5163,1031,1619,20.0,3498,191,138,390209105,2224,41986,18.88,1690,76.0,38.0,33.7,17.1,11.2
IR-O-U-0496,2023,Aligarh Muslim University,Aligarh,Uttar Pradesh,68.87,46.88,94.55,60.04,42.48,63.88,9,1583,18460,11.66,5676,1384,2425,24.4,2995,144,184,379815309,2313,32016,13.84,1691,73.1,38.7,32.9,18.2,10.2
IR-O-U-0496,2024,Aligarh Muslim University,Aligarh,Uttar Pradesh,74.02,45.91,93.81,61.15,47.21,65.57,8,1464,18782,12.83,5662,1413,2490,25.0,2652,126,227,751286253,2116,20939,9.9,1628,76.9,39.7,32.7,16.5,11.1
IR-O-U-0496,2025,Aligarh Muslim University,Aligarh,Uttar Pradesh,71.50,48.04,93.79,64.58,42.74,65.35,10,1424,19240,13.51,6249,1701,3313,27.2,2466,106,243,807603543,2029,10451,5.15,1572,77.5,40.0,32.3,17.1,10.6
IR-O-U-0497,2021,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.98,43.27,67.55,64.66,32.53,50.90,25,2068,36920,17.85,7527,3585,966,47.6,541,1536,149,151143245,3961,73992,18.68,2562,64.7,28.9,22.8,19.3,29.0
IR-O-U-0497,2022,Amity University,Gautam Budh Nagar,Uttar Pradesh,49.57,47.89,70.35,64.17,33.40,53.07,22,1871,35504,18.98,7350,2672,584,36.4,700,1810,101,137014456,4581,76197,16.63,2997,65.4,28.5,26.5,20.9,24.0
IR-O-U-0497,2023,Amity University,Gautam Budh Nagar,Uttar Pradesh,47.80,47.16,71.25,64.65,35.66,52.78,35,1907,34442,18.06,6926,2863,436,41.3,777,1852,47,60961825,5000,71967,14.39,2960,59.2,28.2,27.1,18.6,26.1
IR-O-U-0497,2024,Amity University,Gautam Budh Nagar,Uttar Pradesh,56.77,50.31,71.92,65.59,30.83,56.14,32,2213,33294,15.04,6696,3051,767,45.6,778,1849,121,201477096,5000,59090,11.82,2845,56.9,34.7,27.3,17.7,20.3
IR-O-U-0497,2025,Amity University,Gautam Budh Nagar,Uttar Pradesh,62.88,55.83,74.32,63.12,28.98,59.68,22,2331,32746,14.05,6335,2971,540,46.9,882,2039,150,127972571,5000,22195,4.44,2964,59.3,34.8,28.5,19.2,17.5
IR-O-U-0436,2021,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,64.23,54.33,71.35,65.54,48.36,61.23,5,1624,21108,13.0,5335,2621,1270,49.1,562,651,174,256034400,1760,25674,14.59,996,56.6,27.9,20.7,18.6,32.8
IR-O-U-0436,2022,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,69.80,50.06,74.09,69.53,56.66,63.40,5,1830,21078,11.52,4083,2292,1356,56.1,547,852,140,1113629808,2001,24716,12.35,1204,60.2,27.1,25.8,17.3,29.8
IR-O-U-0436,2023,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,73.39,50.35,73.93,72.47,55.00,64.67,7,1864,22490,12.07,3840,2391,1098,62.3,581,1043,107,2413512577,2645,26877,10.16,1385,52.4,33.0,27.4,14.5,25.1
IR-O-U-0436,2024,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,76.51,47.82,77.63,73.83,55.25,65.73,7,1928,24312,12.61,5018,3893,726,77.6,899,1096,124,2604824076,3814,29415,7.71,1745,45.8,41.7,29.1,12.7,16.6
IR-O-U-0436,2025,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,76.85,51.06,81.91,71.42,51.47,67.05,8,2104,26540,12.61,5454,2956,961,54.2,1073,1236,151,981189360,4544,16677,3.67,2385,52.5,47.6,25.1,9.7,17.5
IR-O-U-0006,2021,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,55.04,25.59,85.84,54.46,42.86,51.10,24,684,9048,13.23,3627,1812,869,50.0,1079,775,53,294249426,623,7204,11.56,486,78.0,19.5,25.7,23.9,30.9
IR-O-U-0006,2022,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,54.05,25.80,85.70,53.73,40.53,50.52,36,687,9338,13.59,3475,2334,622,67.2,889,645,55,319426800,665,6868,10.33,573,86.2,14.1,33.0,27.1,25.8
IR-O-U-0006,2023,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,54.39,25.74,84.77,58.63,41.85,51.04,43,702,9808,13.97,3540,2905,569,82.1,549,225,58,325481618,691,9679,14.01,554,80.2,17.3,26.9,30.7,25.1
IR-O-U-0006,2024,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,75.44,26.05,85.19,64.68,37.09,57.67,25,702,9578,13.64,3923,3310,605,84.4,689,85,87,503319397,712,6596,9.26,562,78.9,19.9,30.1,24.4,25.6
IR-O-U-0006,2025,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,75.27,26.41,86.60,73.86,39.85,59.20,23,702,9235,13.16,3407,2877,518,84.4,451,274,92,506520405,710,1761,2.48,574,80.8,20.0,25.6,25.6,28.7
IR-O-U-0439,2021,Anna University,Chennai,Tamil Nadu,51.91,43.09,73.11,51.35,67.20,54.97,16,1024,15149,14.79,4138,1625,213,39.3,936,792,91,360300755,2315,45291,19.56,1845,79.7,34.6,35.6,16.5,13.3
IR-O-U-0439,2022,Anna University,Chennai,Tamil Nadu,53.32,53.15,74.97,49.30,43.47,56.22,20,977,12824,13.13,3690,1801,224,48.8,1174,956,84,385574187,2396,35104,14.65,1940,81.0,27.8,38.0,23.0,11.1
IR-O-U-0439,2023,Anna University,Chennai,Tamil Nadu,56.24,64.24,74.58,50.29,43.87,60.48,14,926,12422,13.41,3800,2105,185,55.4,1078,651,119,468110570,2332,25179,10.8,1762,75.6,30.4,33.8,25.2,10.6
IR-O-U-0439,2024,Anna University,Chennai,Tamil Nadu,60.32,63.51,71.58,48.93,74.89,63.85,13,941,11396,12.11,2999,2189,215,73.0,933,583,93,383628283,2363,17641,7.47,1641,69.4,34.6,34.2,18.2,13.1
IR-O-U-0439,2025,Anna University,Chennai,Tamil Nadu,62.63,54.88,67.82,51.30,72.83,61.22,20,856,11940,13.95,2582,1684,221,65.2,1157,652,98,224679428,2434,8246,3.39,1695,69.6,33.5,35.4,18.2,13.0
IR-O-U-0444,2021,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,Tamil Nadu,61.30,3.62,64.37,58.87,30.09,41.24,75,467,6923,14.82,2422,823,655,34.0,79,111,80,18032101,116,2249,19.39,88,75.9,29.5,22.7,23.9,23.9
IR-O-U-0444,2022,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,Tamil Nadu,62.12,3.75,65.88,60.71,35.08,42.53,84,483,6825,14.13,2418,616,787,25.5,255,251,20,34917381,179,2246,12.55,128,71.5,22.7,28.9,18.0,30.5
IR-O-U-0444,2023,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,Tamil Nadu,67.42,5.60,66.72,62.43,34.26,44.92,81,490,6873,14.03,2585,889,899,34.4,317,323,42,111971883,190,1825,9.61,143,75.3,18.9,28.7,18.2,34.3
IR-O-U-0444,2024,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,Tamil Nadu,69.56,6.29,66.40,63.07,34.34,45.78,98,505,6952,13.77,2529,1003,560,39.7,320,335,65,31337765,223,1308,5.87,177,79.4,24.3,21.5,24.3,29.9
IR-O-U-0444,2025,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,Tamil Nadu,70.64,8.25,66.90,66.03,34.49,47.09,99,486,6725,13.84,2387,930,566,39.0,371,353,18,102819000,281,860,3.06,221,78.6,24.9,27.1,22.6,25.3
IR-O-U-0498,2021,Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,47.93,15.81,71.24,71.60,20.97,42.63,65,307,4397,14.32,2085,1504,447,72.1,640,0,31,77800000,407,13685,33.62,300,73.7,42.3,24.0,22.0,11.7
IR-O-U-0498,2022,Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,53.54,19.68,82.46,74.59,21.36,48.05,55,325,3939,12.12,1955,1508,440,77.1,652,0,48,112050000,461,7056,15.31,343,74.4,35.3,36.2,14.9,13.7
IR-O-U-0498,2023,Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,59.83,24.29,82.07,76.83,19.40,51.27,42,329,3604,10.95,1786,1518,268,85.0,665,0,56,134025000,468,6384,13.64,325,69.4,40.9,32.0,19.4,7.7
IR-O-U-0498,2024,Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,69.31,25.46,80.94,78.63,35.47,56.03,33,391,3434,8.78,1676,1516,160,90.5,791,0,64,213740800,540,5132,9.5,394,73.0,37.1,33.8,18.3,10.9
IR-O-U-0498,2025,Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,69.26,23.93,80.92,80.25,33.75,55.55,37,407,3374,8.29,1578,1453,125,92.1,802,0,71,274856210,543,2133,3.93,423,77.9,32.9,44.2,15.4,7.6
IR-O-U-0500,2021,Banaras Hindu University,Varanasi,Uttar Pradesh,64.50,45.00,100.00,53.13,58.57,64.02,3,1535,25585,16.67,8416,922,7367,11.0,3302,179,377,408686049,2493,73303,29.4,1947,78.1,41.6,30.5,19.0,9.0
IR-O-U-0500,2022,Banaras Hindu University,Varanasi,Uttar Pradesh,69.90,43.91,97.74,57.32,37.76,63.20,6,1770,27622,15.61,8148,1010,6971,12.4,3164,227,369,399469788,3021,64255,21.27,2312,76.5,42.4,34.0,15.1,8.5
IR-O-U-0500,2023,Banaras Hindu University,Varanasi,Uttar Pradesh,72.77,49.18,99.64,61.50,31.80,65.85,5,1807,28313,15.67,8503,1696,6305,19.9,3451,90,482,3589149887,3107,45976,14.8,2460,79.2,42.0,33.9,15.6,8.5
IR-O-U-0500,2024,Banaras Hindu University,Varanasi,Uttar Pradesh,73.59,51.01,94.94,61.57,35.18,66.05,5,1829,29466,16.11,10138,1791,8051,17.7,3121,99,648,2069435606,3318,33639,10.14,2526,76.1,44.1,32.5,15.9,7.5
IR-O-U-0500,2025,Banaras Hindu University,Varanasi,Uttar Pradesh,76.41,51.17,95.42,65.95,33.34,67.28,6,1907,28583,14.99,11441,1967,8502,17.2,2225,88,598,1998784433,3478,14443,4.15,2795,80.4,43.6,32.8,16.5,7.0
IR-O-U-0389,2021,Banasthali Vidyapith,Banasthali,Rajasthan,54.19,14.23,83.55,75.99,37.34,48.57,35,661,11686,17.68,3591,1245,932,34.7,960,0,37,253556894,364,6557,18.01,247,67.9,21.1,24.3,21.9,32.8
IR-O-U-0389,2022,Banasthali Vidyapith,Banasthali,Rajasthan,53.01,15.98,84.96,75.83,33.71,48.64,49,621,11688,18.82,3713,1250,1160,33.7,911,0,33,80073323,476,7791,16.37,317,66.6,24.0,32.8,22.4,20.8
IR-O-U-0389,2023,Banasthali Vidyapith,Banasthali,Rajasthan,50.45,17.72,84.22,77.31,35.71,48.60,58,590,11861,20.1,3956,1324,1195,33.5,822,0,36,132402736,542,7277,13.43,336,62.0,27.1,32.4,22.3,18.2
IR-O-U-0389,2024,Banasthali Vidyapith,Banasthali,Rajasthan,55.66,17.83,82.44,76.49,31.94,49.38,67,610,11916,19.53,3813,1659,927,43.5,835,0,36,89171729,636,5851,9.2,412,64.8,30.3,29.9,20.9,18.9
IR-O-U-0389,2025,Banasthali Vidyapith,Banasthali,Rajasthan,54.09,22.14,83.23,76.96,34.25,50.65,66,601,12383,20.6,3876,1588,1051,41.0,894,0,37,12339932,754,3448,4.57,463,61.4,30.7,25.1,21.2,23.1
IR-O-U-0446,2021,Bharath Institute of Higher Education and Research,Chennai,Tamil Nadu,55.40,24.41,67.59,67.94,21.90,46.44,51,1338,16986,12.7,3706,2923,756,78.9,287,1055,33,2090766,362,7024,19.4,246,68.0,35.4,32.1,19.1,13.4
IR-O-U-0446,2022,Bharath Institute of Higher Education and Research,Chennai,Tamil Nadu,56.20,23.15,70.31,64.28,21.01,46.40,62,1896,17514,9.24,3558,2999,553,84.3,132,873,112,19893925,626,9110,14.55,490,78.3,18.8,44.1,19.8,17.3
IR-O-U-0446,2023,Bharath Institute of Higher Education and Research,Chennai,Tamil Nadu,53.31,26.25,69.08,68.48,23.71,46.91,66,1249,20497,16.41,5209,4523,686,86.8,465,653,165,12522764,530,6951,13.12,341,64.3,27.6,29.9,20.2,22.3
IR-O-U-0446,2024,Bharath Institute of Higher Education and Research,Chennai,Tamil Nadu,67.46,22.62,67.73,71.19,6.56,48.36,73,1331,19448,14.61,4965,4391,574,88.4,323,821,193,21494223,725,5723,7.89,375,51.7,21.6,22.7,24.3,31.5
IR-O-U-0446,2025,Bharath Institute of Higher Education and Research,Chennai,Tamil Nadu,71.35,21.13,70.62,71.43,5.92,49.59,76,1614,18977,11.76,5128,4711,417,91.9,294,748,211,29856730,866,1972,2.28,402,46.4,21.6,25.9,24.6,27.9
IR-O-U-0447,2021,Bharathiar University,Coimbatore,Tamil Nadu,61.79,47.45,74.17,53.21,35.22,56.44,14,283,2956,10.45,139,70,58,50.4,524,219,153,424535177,846,18444,21.8,728,86.1,35.4,36.1,14.7,13.7
IR-O-U-0447,2022,Bharathiar University,Coimbatore,Tamil Nadu,63.97,44.36,78.31,63.96,36.88,58.25,15,281,3142,11.18,141,78,63,55.3,633,233,121,276574930,818,13653,16.69,719,87.9,38.4,35.5,14.9,11.3
IR-O-U-0447,2023,Bharathiar University,Coimbatore,Tamil Nadu,63.10,43.77,78.87,51.98,47.86,57.82,21,315,3179,10.09,1306,824,458,63.1,640,182,106,313507185,772,10482,13.58,655,84.8,38.9,34.0,16.6,10.4
IR-O-U-0447,2024,Bharathiar University,Coimbatore,Tamil Nadu,64.04,42.45,78.16,54.05,42.79,57.26,26,272,3175,11.67,1341,866,474,64.6,378,128,110,136859509,796,18532,23.28,650,81.7,47.4,29.7,15.1,7.8
IR-O-U-0447,2025,Bharathiar University,Coimbatore,Tamil Nadu,57.60,40.69,76.94,52.76,42.57,54.42,46,226,3190,14.12,1349,863,486,64.0,520,179,105,271129694,818,6186,7.56,640,78.2,39.8,37.5,13.4,9.2
IR-O-U-0448,2021,Bharathidasan University,Tiruchirappalli,Tamil Nadu,54.74,29.92,53.67,47.80,37.19,44.63,57,259,2645,10.21,806,87,54,10.8,461,266,55,156209883,845,16443,19.46,687,81.3,37.8,37.3,11.9,13.0
IR-O-U-0448,2022,Bharathidasan University,Tiruchirappalli,Tamil Nadu,57.72,32.56,61.80,48.10,37.17,47.98,57,256,2506,9.79,876,260,123,29.7,376,191,41,293946299,984,13952,14.18,835,84.9,31.9,37.7,17.1,13.3
IR-O-U-0448,2023,Bharathidasan University,Tiruchirappalli,Tamil Nadu,57.54,36.39,74.18,52.05,32.62,51.48,41,285,2777,9.74,827,326,201,39.4,454,265,59,288930305,1072,11273,10.52,879,82.0,32.1,37.7,17.7,12.5
IR-O-U-0448,2024,Bharathidasan University,Tiruchirappalli,Tamil Nadu,65.13,39.14,79.78,53.33,30.29,55.60,36,286,3115,10.89,1059,430,170,40.6,543,297,60,348595849,1244,10512,8.45,1062,85.4,31.3,40.8,15.6,12.3
IR-O-U-0448,2025,Bharathidasan University,Tiruchirappalli,Tamil Nadu,61.36,40.81,83.97,51.54,32.60,55.85,36,292,3083,10.56,1045,434,166,41.5,409,132,73,440294426,1218,4455,3.66,1054,86.5,32.0,34.2,19.2,14.7
IR-O-I-1361,2021,Bharati Vidyapeeth,Pune,Maharashtra,54.05,11.21,65.27,56.98,37.74,42.10,68,1993,23438,11.76,5758,2872,1124,49.9,696,2,87,123461730,134,1670,12.46,107,79.9,21.5,31.8,29.0,17.8
IR-O-I-1361,2022,Bharati Vidyapeeth,Pune,Maharashtra,57.47,11.05,67.95,56.11,37.93,43.54,76,2104,23524,11.18,4014,2567,701,64.0,1017,0,93,59799945,252,2338,9.28,193,76.6,18.1,23.3,34.2,24.4
IR-O-I-1361,2023,Bharati Vidyapeeth,Pune,Maharashtra,57.12,11.48,69.13,55.62,36.64,43.63,91,1805,21978,12.18,4198,2593,601,61.8,903,0,160,152323438,471,3361,7.14,293,62.2,18.8,26.3,29.0,25.9
IR-O-I-1361,2024,Bharati Vidyapeeth,Pune,Maharashtra,66.76,13.13,70.42,63.11,35.75,47.94,78,1743,24815,14.24,7568,4884,2108,64.5,753,0,237,214101027,648,3569,5.51,453,69.9,15.9,31.3,26.5,26.3
IR-O-I-1361,2025,Bharati Vidyapeeth,Pune,Maharashtra,69.93,20.18,71.84,66.73,32.98,51.37,59,1683,23726,14.1,7292,5280,1912,72.4,621,0,261,44508092,714,1411,1.98,484,67.8,19.0,22.9,30.4,27.7
IR-O-U-0202,2021,Birla Institute of Technology,Ranchi,Jharkhand,47.86,26.71,54.55,50.95,14.81,39.86,86,335,4566,13.63,1135,636,52,56.0,280,39,53,149542528,305,3726,12.22,238,78.0,20.2,38.2,13.4,28.2
IR-O-U-0202,2022,Birla Institute of Technology,Ranchi,Jharkhand,49.52,27.74,56.39,49.86,12.40,40.69,99,327,4632,14.17,1079,611,48,56.6,418,56,43,85398660,273,4963,18.18,200,73.3,44.5,35.0,12.5,8.0
IR-O-U-0202,2023,Birla Institute of Technology,Ranchi,Jharkhand,50.62,30.94,69.73,51.46,25.53,46.12,71,337,4860,14.42,1260,928,196,73.7,429,58,44,82001060,268,3540,13.21,204,76.1,30.9,38.7,12.3,18.1
IR-O-U-0202,2024,Birla Institute of Technology,Ranchi,Jharkhand,58.07,32.38,60.98,52.87,26.87,47.31,82,337,5422,16.09,1300,750,150,57.7,453,99,46,71253348,357,3628,10.16,292,81.8,46.6,31.5,13.7,8.2
IR-O-U-0202,2025,Birla Institute of Technology,Ranchi,Jharkhand,56.85,34.06,65.52,53.66,25.07,48.25,92,367,6122,16.68,1310,823,169,62.8,440,110,113,170534102,387,1278,3.3,311,80.4,39.5,36.0,11.6,12.9
IR-O-U-0391,2021,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,55.81,43.13,72.05,59.50,46.97,54.74,17,785,13171,16.78,2858,2439,217,85.3,954,283,323,339847243,600,15186,25.31,485,80.8,48.7,31.5,12.6,7.2
IR-O-U-0391,2022,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,59.27,46.74,73.45,58.76,43.08,56.68,18,835,14031,16.8,3489,3034,164,87.0,1171,326,320,442930430,646,13145,20.35,559,86.5,51.0,31.8,9.8,7.3
IR-O-U-0391,2023,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,61.65,56.26,74.65,59.16,17.71,58.00,20,900,13930,15.48,3706,3247,134,87.6,1348,360,301,513082486,795,10992,13.83,647,81.4,49.1,33.1,9.6,8.2
IR-O-U-0391,2024,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,66.06,57.83,75.19,58.49,19.68,60.03,19,979,14553,14.87,3764,3234,303,85.9,1408,392,257,330600706,856,8908,10.41,756,88.3,52.9,33.5,7.9,5.7
IR-O-U-0391,2025,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,72.16,63.27,77.74,61.42,49.19,67.24,7,1071,13551,12.65,3753,3394,330,90.4,1651,475,425,476006612,971,4795,4.94,845,87.0,55.3,33.0,6.2,5.6
IR-O-U-0570,2021,Calcutta University,Kolkata,West Bengal,66.20,43.92,91.72,60.98,45.77,62.06,4,1275,15224,11.94,6537,5156,1281,78.9,2588,1192,683,992007876,1471,36516,24.82,1165,79.2,35.0,32.1,17.3,15.6
IR-O-U-0570,2022,Calcutta University,Kolkata,West Bengal,67.46,40.85,95.48,61.90,44.50,62.23,8,1255,15609,12.44,685,559,126,81.6,2593,917,679,1401279356,1451,29483,20.32,1143,78.8,36.7,35.3,16.7,11.3
IR-O-U-0570,2023,Calcutta University,Kolkata,West Bengal,66.11,42.30,97.37,53.01,38.53,61.14,12,1255,14202,11.32,6695,4845,1850,72.4,1610,2069,648,921245785,1392,13096,9.41,1067,76.7,33.5,37.3,18.9,10.3
IR-O-U-0570,2024,Calcutta University,Kolkata,West Bengal,70.01,42.11,92.19,50.17,40.13,61.10,18,1219,13282,10.9,5991,4561,1398,76.1,1098,1743,142,146763387,1501,9943,6.62,1108,73.8,38.0,35.6,19.2,7.1
IR-O-U-0570,2025,Calcutta University,Kolkata,West Bengal,64.81,37.24,88.18,51.81,17.35,55.17,39,1206,11251,9.33,5616,3258,1109,58.0,1092,1710,275,149799014,1437,4233,2.95,1169,81.4,37.6,32.5,21.7,8.1
IR-O-U-0372,2021,Central University of Punjab,Bathinda,Punjab,51.13,17.39,53.26,62.10,25.74,39.99,84,149,1256,8.43,535,112,120,20.9,232,0,20,72605910,396,12200,30.81,318,80.3,38.4,38.1,13.2,10.4
IR-O-U-0372,2022,Central University of Punjab,Bathinda,Punjab,54.61,19.03,55.28,68.45,26.53,42.64,81,157,1945,12.39,655,104,79,15.9,352,0,13,43999967,535,12720,23.78,421,78.7,38.2,39.4,15.4,6.9
