year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,pdf_url,faculty_count,total_student_strength,student_strength_breakdown,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,parse_status,faculty_section_raw
2021,IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,55.40,24.41,67.59,67.94,21.90,46.44,51,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0446.pdf,1338,16986,"{""UG [3 Years Program(s)]"": 1992, ""UG [4 Years Program(s)]"": 10059, ""UG [5 Years Program(s)]"": 3171, ""PG [2 Year Program(s)]"": 1293, ""PG [3 Year Program(s)]"": 471}",287,1055,84,158,37,72,27,21,33,5,4,9,4,3,2090766,275000,256000,ok,Number of faculty members entered 1338
2021,IR-O-U-0747,Chandigarh University,Mohali,Punjab,57.48,14.24,63.40,75.44,44.23,46.15,52,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0747.pdf,1852,25593,"{""UG [3 Years Program(s)]"": 6493, ""UG [4 Years Program(s)]"": 13867, ""UG [5 Years Program(s)]"": 2286, ""PG [1 Year Program(s)]"": 50, ""PG [2 Year Program(s)]"": 2871, ""PG [6 Year Program(s)]"": 26}",363,684,31,51,19,29,8,17,57,42,45,42,27,28,476278730,294593120,106464000,ok,Number of faculty members entered 1852
2021,IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,40.78,28.63,76.11,53.77,42.52,45.67,53,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0376.pdf,594,9756,"{""UG [3 Years Program(s)]"": 1689, ""UG [4 Years Program(s)]"": 2394, ""UG [5 Years Program(s)]"": 884, ""PG [2 Year Program(s)]"": 3489, ""PG [3 Year Program(s)]"": 169, ""PG-Integrated"": 1131}",656,430,112,29,133,46,173,52,53,61,73,10,14,12,45204027,94805600,60402829,ok,Number of faculty members entered 594
2021,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,51.21,19.87,79.19,50.61,33.90,45.61,54,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0037.pdf,510,6967,"{""UG [3 Years Program(s)]"": 360, ""UG [4 Years Program(s)]"": 1813, ""UG [5 Years Program(s)]"": 127, ""PG [2 Year Program(s)]"": 4311, ""PG [3 Year Program(s)]"": 356}",463,335,156,76,217,129,237,156,15,34,21,10,15,12,99856425,531494273,286546578,ok,Number of faculty members entered 510
2021,IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,63.31,14.77,63.13,60.92,32.97,45.44,55,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-N-10.pdf,574,6817,"{""UG [3 Years Program(s)]"": 1800, ""UG [4 Years Program(s)]"": 1608, ""PG [2 Year Program(s)]"": 1390, ""PG [3 Year Program(s)]"": 165, ""PG-Integrated"": 1854}",263,0,20,0,19,0,14,6,30,54,54,21,28,46,18360100,19717131,27016866,ok,Number of faculty members entered 574
2021,IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,59.50,19.37,63.50,59.14,27.30,45.00,56,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0642.pdf,243,1845,"{""UG [4 Years Program(s)]"": 1650, ""PG [2 Year Program(s)]"": 195}",228,3,24,0,20,0,16,0,56,56,55,8,13,14,48300000,64418309,45520249,ok,Number of faculty members entered 243
2021,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,54.74,29.92,53.67,47.80,37.19,44.63,57,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0448.pdf,259,2645,"{""UG [3 Years Program(s)]"": 232, ""PG [2 Year Program(s)]"": 1129, ""PG [3 Year Program(s)]"": 84, ""PG-Integrated"": 730, ""PG [6 Year Program(s)]"": 470}",461,266,73,48,89,45,108,34,55,65,38,24,16,16,156209883,122497760,47315599,ok,Number of faculty members entered 259
2021,IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,39.94,30.10,72.40,58.18,30.52,44.36,58,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0369.pdf,339,6011,"{""UG [3 Years Program(s)]"": 925, ""PG [2 Year Program(s)]"": 3816, ""PG [3 Year Program(s)]"": 249, ""PG-Integrated"": 1021}",1565,262,206,19,265,70,338,18,47,61,32,12,12,9,91337282,112829953,56644930,ok,Number of faculty members entered 339
2021,IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,55.53,16.31,74.61,51.63,26.14,44.24,59,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0341.pdf,300,3804,"{""UG [4 Years Program(s)]"": 614, ""UG [5 Years Program(s)]"": 461, ""PG [2 Year Program(s)]"": 2673, ""PG [3 Year Program(s)]"": 56}",937,0,136,0,172,0,122,0,50,62,58,31,38,37,172983850,134498919,114045138,ok,Number of faculty members entered 300
2021,IR-O-U-0251,Calicut University,Malappuram,Kerala,63.32,16.64,63.32,54.77,20.01,44.13,60,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0251.pdf,260,2135,"{""UG [3 Years Program(s)]"": 158, ""PG [1 Year Program(s)]"": 277, ""PG [2 Year Program(s)]"": 1667, ""PG [3 Year Program(s)]"": 33}",351,88,156,102,68,39,73,29,21,30,33,7,8,9,6621248,9017248,11898747,ok,Number of faculty members entered 260
2021,IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,64.06,10.35,60.07,66.19,31.02,44.05,61,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0295.pdf,537,3887,"{""UG [3 Years Program(s)]"": 419, ""UG [4 Years Program(s)]"": 691, ""UG [5 Years Program(s)]"": 1954, ""PG [2 Year Program(s)]"": 276, ""PG [3 Year Program(s)]"": 547}",325,143,9,5,13,9,28,20,79,63,28,36,28,9,49492837,31853207,19192113,ok,Number of faculty members entered 537
2021,IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,47.55,27.51,63.87,65.97,14.49,43.33,62,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0379.pdf,2129,31526,"{""UG [3 Years Program(s)]"": 4992, ""UG [4 Years Program(s)]"": 21589, ""UG [5 Years Program(s)]"": 1118, ""PG [1 Year Program(s)]"": 35, ""PG [2 Year Program(s)]"": 3360, ""PG [3 Year Program(s)]"": 56, ""PG-Integrated"": 376}",544,1792,30,59,36,54,1,1,116,400,97,116,118,28,43175836,85497698,12545641,ok,Number of faculty members entered 2129
2021,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,61.71,24.77,57.68,48.43,10.04,43.32,63,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0463.pdf,232,1444,"{""PG [1 Year Program(s)]"": 11, ""PG [2 Year Program(s)]"": 1202, ""PG [3 Year Program(s)]"": 108, ""PG-Integrated"": 123}",598,721,41,63,64,71,110,115,53,50,70,16,12,21,70263777,71630797,73351376,ok,Number of faculty members entered 232
2021,IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,49.51,26.16,73.81,36.58,16.35,42.76,64,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0589.pdf,450,7298,"{""UG [3 Years Program(s)]"": 3174, ""UG [4 Years Program(s)]"": 1019, ""PG [1 Year Program(s)]"": 41, ""PG [2 Year Program(s)]"": 3000, ""PG-Integrated"": 64}",1093,560,87,39,122,78,122,78,621,631,390,25,25,21,196385223,239461248,318012040,ok,Number of faculty members entered 450
2021,IR-O-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,47.93,15.81,71.24,71.60,20.97,42.63,65,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0498.pdf,307,4397,"{""UG [3 Years Program(s)]"": 760, ""UG [4 Years Program(s)]"": 308, ""UG [5 Years Program(s)]"": 95, ""PG [1 Year Program(s)]"": 38, ""PG [2 Year Program(s)]"": 2996, ""PG [3 Year Program(s)]"": 200}",640,0,184,0,203,0,63,0,31,45,41,8,6,5,77800000,42700000,73000000,ok,Number of faculty members entered 307
2021,IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,49.65,17.53,72.91,45.77,32.01,42.52,66,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0195.pdf,373,4212,"{""UG [3 Years Program(s)]"": 101, ""UG [5 Years Program(s)]"": 360, ""PG [1 Year Program(s)]"": 22, ""PG [2 Year Program(s)]"": 3254, ""PG [3 Year Program(s)]"": 475}",721,197,95,42,103,54,165,42,33,31,22,9,12,11,255783076,355320761,151568522,ok,Number of faculty members entered 373
2021,IR-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,49.30,14.93,69.39,56.83,32.97,42.13,67,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0011.pdf,1507,20320,"{""UG [3 Years Program(s)]"": 2993, ""UG [4 Years Program(s)]"": 14233, ""UG [5 Years Program(s)]"": 934, ""PG [2 Year Program(s)]"": 1561, ""PG [3 Year Program(s)]"": 58, ""PG-Integrated"": 541}",374,759,23,113,102,34,75,19,39,20,32,13,11,9,21593194,30981582,54418357,ok,Number of faculty members entered 1507
2021,IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,54.05,11.21,65.27,56.98,37.74,42.10,68,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1361.pdf,1993,23438,"{""UG [3 Years Program(s)]"": 7784, ""UG [4 Years Program(s)]"": 4667, ""UG [5 Years Program(s)]"": 6568, ""PG [1 Year Program(s)]"": 79, ""PG [2 Year Program(s)]"": 3110, ""PG [3 Year Program(s)]"": 1230}",696,2,85,0,92,0,77,0,87,85,97,56,46,43,123461730,72907633,75587927,ok,Number of faculty members entered 1993
2021,IR-O-U-0215,Bangalore University,Bangalore,Karnataka,53.29,16.54,65.15,57.16,22.80,41.98,69,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0215.pdf,536,4568,"{""UG [5 Years Program(s)]"": 380, ""PG [1 Year Program(s)]"": 69, ""PG [2 Year Program(s)]"": 3923, ""PG [3 Year Program(s)]"": 98, ""PG-Integrated"": 98}",1234,750,98,80,95,74,86,62,40,38,49,20,16,13,25882300,19783000,55614000,ok,Number of faculty members entered 536
2021,IR-O-U-0464,Manonmaniam Sundaranar University,Tirunelveli,Tamil Nadu,55.30,19.43,59.29,50.68,23.23,41.67,70,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0464.pdf,207,2173,"{""PG [1 Year Program(s)]"": 112, ""PG [2 Year Program(s)]"": 1353, ""PG-Integrated"": 708}",317,179,36,23,37,40,77,28,25,30,23,8,7,6,8913247,12801582,9173654,ok,Number of faculty members entered 207
2021,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,49.58,19.08,78.35,47.78,5.23,41.56,71,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0318.pdf,421,7295,"{""UG [3 Years Program(s)]"": 718, ""UG [5 Years Program(s)]"": 630, ""PG [1 Year Program(s)]"": 402, ""PG [2 Year Program(s)]"": 5278, ""PG-Integrated"": 267}",1123,0,241,0,118,0,156,0,28,25,54,24,21,21,199965654,172465520,68565129,ok,Number of faculty members entered 421
2021,IR-O-U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,63.30,3.49,63.55,62.15,25.02,41.47,72,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0321.pdf,660,7392,"{""UG [3 Years Program(s)]"": 2544, ""UG [4 Years Program(s)]"": 1381, ""UG [5 Years Program(s)]"": 2244, ""PG [2 Year Program(s)]"": 677, ""PG [3 Year Program(s)]"": 413, ""PG-Integrated"": 133}",234,0,37,0,8,0,16,0,46,60,53,27,33,36,126229906,41712412,40591040,ok,Number of faculty members entered 660
2021,IR-O-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,56.94,15.43,61.13,49.40,25.02,41.38,73,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0147.pdf,449,5574,"{""UG [4 Years Program(s)]"": 4903, ""PG [2 Year Program(s)]"": 671}",80,122,13,35,2,7,3,7,73,36,21,31,8,21,56162221,54621913,8273000,ok,Number of faculty members entered 449
2021,IR-O-U-0470,Periyar University,Salem,Tamil Nadu,51.40,22.43,60.04,52.69,19.52,41.38,73,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0470.pdf,162,2084,"{""UG [3 Years Program(s)]"": 487, ""PG [2 Year Program(s)]"": 1458, ""PG [3 Year Program(s)]"": 106, ""PG-Integrated"": 33}",355,212,134,95,87,29,102,63,15,14,31,8,10,14,24244584,68580824,89205827,ok,Number of faculty members entered 162
2021,IR-O-U-0444,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu,61.30,3.62,64.37,58.87,30.09,41.24,75,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0444.pdf,467,6923,"{""UG [3 Years Program(s)]"": 4513, ""UG [4 Years Program(s)]"": 977, ""PG [2 Year Program(s)]"": 1402, ""PG [3 Year Program(s)]"": 31}",79,111,24,16,27,25,26,38,80,54,81,17,16,9,18032101,26834355,11912238,ok,Number of faculty members entered 467
2021,IR-O-U-0298,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,41.21,13.84,84.71,55.89,20.97,41.14,76,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0298.pdf,313,4651,"{""UG [3 Years Program(s)]"": 600, ""UG [4 Years Program(s)]"": 96, ""PG [1 Year Program(s)]"": 543, ""PG [2 Year Program(s)]"": 3232, ""PG [3 Year Program(s)]"": 180}",440,130,417,41,380,52,76,39,22,43,40,7,9,11,81123700,111401769,75223700,ok,Number of faculty members entered 313
2021,IR-O-U-0239,NITTE,Mangaluru,Karnataka,60.34,7.25,57.87,67.37,24.51,41.04,77,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0239.pdf,604,4280,"{""UG [3 Years Program(s)]"": 283, ""UG [4 Years Program(s)]"": 1216, ""UG [5 Years Program(s)]"": 1006, ""UG [6 Year Program(s)]"": 962, ""PG [2 Year Program(s)]"": 263, ""PG [3 Year Program(s)]"": 367, ""PG [6 Year Program(s)]"": 183}",86,56,3,10,2,17,3,17,26,30,24,17,19,18,24220402,21416549,16164110,ok,Number of faculty members entered 604
2021,IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,47.73,16.05,69.91,51.65,27.44,41.03,78,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-I-1280.pdf,397,7120,"{""UG [3 Years Program(s)]"": 267, ""UG [4 Years Program(s)]"": 333, ""UG [5 Years Program(s)]"": 626, ""PG [1 Year Program(s)]"": 189, ""PG [2 Year Program(s)]"": 3869, ""PG [3 Year Program(s)]"": 189, ""PG-Integrated"": 1565, ""PG [6 Year Program(s)]"": 82}",1325,0,182,0,210,0,254,0,28,36,10,8,10,7,24559643,47179819,18754770,ok,Number of faculty members entered 397
2021,IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,48.12,22.64,64.22,52.45,14.81,40.79,79,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0099.pdf,221,3281,"{""UG [4 Years Program(s)]"": 1225, ""UG [5 Years Program(s)]"": 897, ""PG [1 Year Program(s)]"": 57, ""PG [2 Year Program(s)]"": 949, ""PG [3 Year Program(s)]"": 153}",377,386,40,19,26,14,8,22,30,21,34,19,19,14,44693477,31307000,34133495,ok,Number of faculty members entered 221
2021,IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,60.99,8.04,51.90,73.35,20.01,40.42,80,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0370.pdf,826,3712,"{""UG [3 Years Program(s)]"": 459, ""UG [4 Years Program(s)]"": 695, ""UG [5 Years Program(s)]"": 2000, ""PG [1 Year Program(s)]"": 37, ""PG [2 Year Program(s)]"": 38, ""PG [3 Year Program(s)]"": 483}",25,113,3,2,2,6,0,2,34,19,64,20,12,4,70573000,44664565,55519973,ok,Number of faculty members entered 826
2021,IR-O-U-0232,Kuvempu University,Shimoga,Karnataka,50.59,14.06,70.94,50.10,18.00,40.40,81,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0232.pdf,248,2917,"{""PG [2 Year Program(s)]"": 2917}",145,89,83,81,98,93,57,55,15,8,5,8,6,4,28267554,24777417,6143000,ok,Number of faculty members entered 248
2021,IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,53.40,21.81,60.13,53.42,4.35,40.37,82,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0249.pdf,218,2213,"{""UG [3 Years Program(s)]"": 663, ""PG [2 Year Program(s)]"": 1550}",41,347,2,70,0,105,0,108,9,12,21,6,11,6,2350000,1643000,44967500,ok,Number of faculty members entered 218
2021,IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,41.22,30.31,51.98,52.25,31.19,40.20,83,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0014.pdf,103,1524,"{""UG [4 Years Program(s)]"": 587, ""UG [5 Years Program(s)]"": 660, ""PG [2 Year Program(s)]"": 277}",117,57,11,0,12,5,9,3,153,150,162,63,70,52,274915160,120605515,114356803,ok,Number of faculty members entered 103
2021,IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,51.13,17.39,53.26,62.10,25.74,39.99,84,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0372.pdf,149,1256,"{""PG [2 Year Program(s)]"": 1256}",232,0,20,0,28,0,29,0,20,28,23,8,9,9,72605910,110562601,151200306,ok,Number of faculty members entered 149
2021,IR-O-U-0569,The University of Burdwan,Bardhaman,West Bengal,43.91,19.82,69.71,49.16,20.01,39.98,85,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0569.pdf,232,4257,"{""UG [3 Years Program(s)]"": 301, ""PG [1 Year Program(s)]"": 50, ""PG [2 Year Program(s)]"": 3906}",296,278,132,0,40,116,31,121,83,100,69,16,16,16,100478758,74583649,44915716,ok,Number of faculty members entered 232
2021,IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,47.86,26.71,54.55,50.95,14.81,39.86,86,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0202.pdf,335,4566,"{""UG [4 Years Program(s)]"": 3013, ""UG [5 Years Program(s)]"": 152, ""PG [2 Year Program(s)]"": 635, ""PG [3 Year Program(s)]"": 150, ""PG-Integrated"": 616}",280,39,28,21,64,34,24,14,53,50,59,20,14,20,149542528,105350783,70101426,ok,Number of faculty members entered 335
2021,IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,41.99,13.78,72.66,50.52,34.80,39.80,87,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0366.pdf,185,4104,"{""UG [4 Years Program(s)]"": 227, ""PG [1 Year Program(s)]"": 115, ""PG [2 Year Program(s)]"": 3042, ""PG [3 Year Program(s)]"": 120, ""PG-Integrated"": 600}",148,51,102,50,79,61,111,104,17,16,39,9,11,17,11502307,52195000,58147301,ok,Number of faculty members entered 185
2021,IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,54.01,15.61,56.44,47.85,26.97,39.66,88,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0162.pdf,365,5233,"{""UG [3 Years Program(s)]"": 597, ""UG [4 Years Program(s)]"": 2645, ""PG [1 Year Program(s)]"": 48, ""PG [2 Year Program(s)]"": 1782, ""PG [3 Year Program(s)]"": 161}",504,0,43,0,91,0,75,0,21,31,10,12,15,9,63562000,148174000,16921536,ok,Number of faculty members entered 365
2021,IR-O-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,43.21,23.06,64.69,54.60,12.52,39.53,89,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0190.pdf,245,3127,"{""UG [3 Years Program(s)]"": 775, ""UG [4 Years Program(s)]"": 1351, ""UG [5 Years Program(s)]"": 60, ""PG [1 Year Program(s)]"": 14, ""PG [2 Year Program(s)]"": 927}",186,0,41,0,46,0,47,0,7,13,20,7,8,11,12396232,13217202,5553646,ok,Number of faculty members entered 245
2021,IR-O-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,43.80,14.83,68.44,58.31,23.67,39.48,90,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0143.pdf,1046,27275,"{""UG [3 Years Program(s)]"": 17600, ""UG [4 Years Program(s)]"": 2791, ""UG [5 Years Program(s)]"": 879, ""PG [2 Year Program(s)]"": 5892, ""PG-Integrated"": 113}",1039,0,149,0,113,0,121,0,51,84,46,28,26,26,370667071,286686460,482200000,ok,Number of faculty members entered 1046
2021,IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,57.64,9.98,49.27,61.36,31.74,39.44,91,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0225.pdf,790,5008,"{""UG [3 Years Program(s)]"": 354, ""UG [4 Years Program(s)]"": 1679, ""UG [5 Years Program(s)]"": 1595, ""PG [1 Year Program(s)]"": 6, ""PG [2 Year Program(s)]"": 489, ""PG [3 Year Program(s)]"": 523, ""PG [6 Year Program(s)]"": 362}",57,87,5,4,8,5,7,5,52,70,91,36,46,63,497990348,146988263,155015349,ok,Number of faculty members entered 790
2021,IR-O-U-0451,Chettinad Academy of Research and Education,,,61.18,6.64,56.44,57.30,19.02,39.26,92,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0451.pdf,235,2232,"{""UG [3 Years Program(s)]"": 278, ""UG [4 Years Program(s)]"": 745, ""UG [5 Years Program(s)]"": 850, ""PG [1 Year Program(s)]"": 3, ""PG [2 Year Program(s)]"": 119, ""PG [3 Year Program(s)]"": 186, ""PG-Integrated"": 51}",66,28,8,2,2,4,3,2,221,32,7,18,8,7,27025582,7847213,2376101,ok,Number of faculty members entered 235
2021,IR-O-U-0050,Assam University,Silchar,Assam,52.68,13.32,63.79,48.04,18.51,39.21,93,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0050.pdf,358,4023,"{""UG [4 Years Program(s)]"": 805, ""UG [5 Years Program(s)]"": 275, ""PG [2 Year Program(s)]"": 2536, ""PG-Integrated"": 407}",586,312,148,106,123,112,155,104,43,24,14,21,9,9,145797851,132214541,48635907,ok,Number of faculty members entered 358
2021,IR-O-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,50.80,4.09,67.06,63.36,28.35,39.06,94,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0507.pdf,593,7548,"{""UG [3 Years Program(s)]"": 4311, ""UG [4 Years Program(s)]"": 1219, ""UG [5 Years Program(s)]"": 148, ""PG [1 Year Program(s)]"": 180, ""PG [2 Year Program(s)]"": 1690}",671,81,69,3,61,6,26,6,94,60,39,22,12,10,78884901,103498000,16867623,ok,Number of faculty members entered 593
2021,IR-O-U-0744,Ashoka University,Sonepat,Haryana,57.91,3.20,60.00,76.49,10.41,39.02,95,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0744.pdf,191,1980,"{""UG [3 Years Program(s)]"": 1452, ""PG [1 Year Program(s)]"": 477, ""PG [2 Year Program(s)]"": 51}",46,0,0,0,0,0,0,0,13,8,0,6,6,0,30999317,17472130,0,ok,Number of faculty members entered 191
2021,IR-O-U-0121,Goa University,Goa,Goa,48.86,15.05,60.91,55.96,20.01,38.96,96,https://www.nirfindia.org/nirfpdfcdn/2021/pdf/University/IR-O-U-0121.pdf,181,2027,"{""UG [3 Years Program(s)]"": 22, ""PG [1 Year Program(s)]"": 56, ""PG [2 Year Program(s)]"": 1673, ""PG [3 Year Program(s)]"": 173, ""PG-Integrated"": 103}",99,150,32,61,14,33,27,25,37,44,32,15,18,17,20993661,19807768,6909093,ok,Number of faculty members entered 181
