year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,pdf_url,faculty_count,total_student_strength,student_strength_breakdown,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,parse_status,faculty_section_raw
2022,IR-O-U-0439,Anna University,Chennai,Tamil Nadu,53.32,53.15,74.97,49.30,43.47,56.22,20,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0439.pdf,977,12824,"{""UG [4 Years Program(s)]"": 9119, ""UG [5 Years Program(s)]"": 449, ""PG [2 Year Program(s)]"": 2484, ""PG [3 Year Program(s)]"": 343, ""PG-Integrated"": 429}",1174,956,134,93,82,100,108,71,84,91,108,33,39,45,385574187,360300755,479369557,ok,Number of faculty members entered 977
2022,IR-O-U-0027,Osmania University,Hyderabad,Telangana,60.22,30.41,79.98,56.37,42.40,53.07,22,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0027.pdf,445,7224,"{""UG [3 Years Program(s)]"": 170, ""UG [4 Years Program(s)]"": 1703, ""UG [5 Years Program(s)]"": 260, ""PG [2 Year Program(s)]"": 4954, ""PG [3 Year Program(s)]"": 137}",2000,1200,170,64,220,176,86,433,88,97,131,27,24,36,524500000,661257133,576133000,ok,Number of faculty members entered 445
2022,IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,49.57,47.89,70.35,64.17,33.40,53.07,22,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0497.pdf,1871,35504,"{""UG [3 Years Program(s)]"": 12636, ""UG [4 Years Program(s)]"": 11154, ""UG [5 Years Program(s)]"": 4503, ""PG [1 Year Program(s)]"": 334, ""PG [2 Year Program(s)]"": 5910, ""PG [3 Year Program(s)]"": 98, ""PG-Integrated"": 869}",700,1810,69,215,69,150,39,130,101,149,143,34,42,44,137014456,151143245,157698656,ok,Number of faculty members entered 1871
2022,IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,61.35,38.23,67.66,59.74,36.70,53.04,24,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0476.pdf,722,9835,"{""UG [3 Years Program(s)]"": 360, ""UG [4 Years Program(s)]"": 7792, ""UG [5 Years Program(s)]"": 750, ""PG [2 Year Program(s)]"": 675, ""PG-Integrated"": 258}",431,179,31,23,59,22,30,14,87,114,96,15,20,26,397610718,179955920,190411894,ok,Number of faculty members entered 722
2022,IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,48.43,43.18,74.62,60.73,43.29,52.80,25,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0078.pdf,968,16944,"{""UG [3 Years Program(s)]"": 3486, ""UG [4 Years Program(s)]"": 4102, ""UG [5 Years Program(s)]"": 2494, ""PG [1 Year Program(s)]"": 430, ""PG [2 Year Program(s)]"": 5641, ""PG [3 Year Program(s)]"": 442, ""PG-Integrated"": 349}",2747,0,392,0,275,0,433,0,187,163,148,26,25,28,270785340,286749020,194314065,ok,Number of faculty members entered 968
2022,IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,56.29,43.01,69.46,65.97,21.71,52.45,26,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-I-1441.pdf,831,10643,"{""UG [4 Years Program(s)]"": 7526, ""UG [5 Years Program(s)]"": 2291, ""PG [1 Year Program(s)]"": 30, ""PG [2 Year Program(s)]"": 360, ""PG [3 Year Program(s)]"": 436}",278,708,90,63,20,27,47,39,6270,5240,5040,1954,1993,1752,89229138,11132000,26438000,ok,Number of faculty members entered 831
2022,IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,61.22,36.63,67.04,56.83,38.82,52.33,27,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0020.pdf,1024,13951,"{""UG [4 Years Program(s)]"": 12623, ""PG [2 Year Program(s)]"": 1328}",266,609,48,80,38,90,22,51,142,112,85,17,13,10,74066000,68305541,73697000,ok,Number of faculty members entered 1024
2022,IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,61.66,32.63,72.21,51.56,42.91,52.18,28,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0435.pdf,361,3480,"{""UG [3 Years Program(s)]"": 697, ""UG [4 Years Program(s)]"": 90, ""PG [2 Year Program(s)]"": 2346, ""PG [3 Year Program(s)]"": 189, ""PG-Integrated"": 158}",710,830,81,75,76,67,65,82,19,54,58,10,17,13,70419233,44347060,522862611,ok,Number of faculty members entered 361
2022,IR-O-U-0747,Chandigarh University,Mohali,Punjab,63.04,22.16,69.27,78.62,45.83,51.85,29,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0747.pdf,2217,27145,"{""UG [3 Years Program(s)]"": 6692, ""UG [4 Years Program(s)]"": 14319, ""UG [5 Years Program(s)]"": 2668, ""PG [1 Year Program(s)]"": 60, ""PG [2 Year Program(s)]"": 3349, ""PG [6 Year Program(s)]"": 57}",845,613,103,66,31,51,19,29,71,57,42,66,42,27,539271966,476278730,294593120,ok,Number of faculty members entered 2217
2022,IR-O-U-0262,"Mahatma Gandhi University, Kottayam",Kottayam,Kerala,65.16,36.16,70.48,51.18,19.92,51.61,30,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0262.pdf,146,1197,"{""UG [5 Years Program(s)]"": 185, ""PG [1 Year Program(s)]"": 98, ""PG [2 Year Program(s)]"": 872, ""PG-Integrated"": 42}",443,225,81,36,70,24,74,24,77,88,101,31,36,26,1350746799,936713869,504750901,ok,Number of faculty members entered 146
2022,IR-O-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,49.86,44.83,70.57,55.09,35.34,51.56,31,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-I-1480.pdf,566,8959,"{""UG [4 Years Program(s)]"": 7820, ""PG [2 Year Program(s)]"": 845, ""PG [3 Year Program(s)]"": 76, ""PG-Integrated"": 218}",563,147,69,24,78,40,35,44,66,56,74,34,25,23,84804000,93013000,91044000,ok,Number of faculty members entered 566
2022,IR-O-U-0329,Symbiosis International,Pune,Maharashtra,65.62,17.80,74.90,66.57,47.82,51.45,32,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0329.pdf,1258,16408,"{""UG [3 Years Program(s)]"": 3879, ""UG [4 Years Program(s)]"": 2885, ""UG [5 Years Program(s)]"": 4057, ""PG [1 Year Program(s)]"": 128, ""PG [2 Year Program(s)]"": 5459}",584,167,218,112,38,10,41,6,82,101,74,28,55,45,59004884,55389561,26187408,ok,Number of faculty members entered 1258
2022,IR-O-U-0235,Mysore University,Mysuru,Karnataka,68.90,16.81,90.68,53.79,21.36,51.37,33,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0235.pdf,438,6221,"{""UG [5 Years Program(s)]"": 259, ""PG [1 Year Program(s)]"": 82, ""PG [2 Year Program(s)]"": 5756, ""PG [3 Year Program(s)]"": 124}",1170,0,244,0,461,0,384,0,41,110,83,20,15,7,115432000,117665402,148949834,ok,Number of faculty members entered 438
2022,IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,68.12,21.40,69.04,69.37,35.88,51.20,34,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0222.pdf,874,7158,"{""UG [3 Years Program(s)]"": 2103, ""UG [4 Years Program(s)]"": 848, ""UG [5 Years Program(s)]"": 1450, ""PG [2 Year Program(s)]"": 1797, ""PG [3 Year Program(s)]"": 600, ""PG [6 Year Program(s)]"": 360}",305,197,52,21,51,19,45,18,117,112,76,54,47,34,117303771,68334119,59320675,ok,Number of faculty members entered 874
2022,IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,60.10,26.46,71.20,74.72,34.05,51.09,35,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0458.pdf,546,7365,"{""UG [3 Years Program(s)]"": 1395, ""UG [4 Years Program(s)]"": 5332, ""UG [5 Years Program(s)]"": 189, ""PG [2 Year Program(s)]"": 422, ""PG [3 Year Program(s)]"": 27}",401,154,107,13,83,25,7,13,243,199,164,145,138,121,157946012,130627830,93203635,ok,Number of faculty members entered 546
2022,IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,54.05,25.80,85.70,53.73,40.53,50.52,36,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0006.pdf,687,9338,"{""UG [3 Years Program(s)]"": 200, ""UG [4 Years Program(s)]"": 2520, ""UG [5 Years Program(s)]"": 430, ""PG [2 Year Program(s)]"": 5974, ""PG [3 Year Program(s)]"": 31, ""PG [6 Year Program(s)]"": 183}",889,645,149,225,362,251,244,206,55,53,52,43,43,43,319426800,294249426,280171797,ok,Number of faculty members entered 687
2022,IR-O-U-0052,Gauhati University,Guwahati,Assam,59.42,21.66,89.82,58.19,24.06,50.52,36,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0052.pdf,425,5590,"{""UG [3 Years Program(s)]"": 360, ""UG [4 Years Program(s)]"": 545, ""UG [5 Years Program(s)]"": 300, ""PG [2 Year Program(s)]"": 3980, ""PG [3 Year Program(s)]"": 30, ""PG-Integrated"": 375}",1923,1131,331,138,344,159,349,141,103,96,81,30,27,25,101170543,375737442,183956382,ok,Number of faculty members entered 425
2022,IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,57.93,32.46,66.55,57.34,38.10,49.97,38,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0098.pdf,901,10815,"{""UG [3 Years Program(s)]"": 885, ""UG [4 Years Program(s)]"": 8859, ""PG [2 Year Program(s)]"": 1071}",731,664,34,21,35,43,30,30,31,104,396,15,15,15,89404350,81000000,74700000,ok,Number of faculty members entered 901
2022,IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,56.58,32.35,71.30,52.41,36.91,49.86,39,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-I-1357.pdf,282,3200,"{""PG [2 Year Program(s)]"": 3044, ""PG [3 Year Program(s)]"": 156}",549,140,117,36,96,40,130,58,89,216,153,22,37,23,282233735,228734803,327174840,ok,Number of faculty members entered 282
2022,IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,65.23,20.29,94.40,51.07,1.54,49.80,40,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0260.pdf,303,2378,"{""PG [1 Year Program(s)]"": 337, ""PG [2 Year Program(s)]"": 2041}",1567,491,536,138,482,131,394,116,68,81,85,30,19,25,166621630,60246826,76152804,ok,Number of faculty members entered 303
2022,IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,57.05,32.57,73.37,51.63,27.11,49.43,41,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0253.pdf,242,3113,"{""UG [3 Years Program(s)]"": 84, ""UG [4 Years Program(s)]"": 634, ""UG [5 Years Program(s)]"": 333, ""PG [1 Year Program(s)]"": 48, ""PG [2 Year Program(s)]"": 1542, ""PG [3 Year Program(s)]"": 203, ""PG-Integrated"": 269}",585,301,98,117,78,72,77,97,145,120,137,34,23,24,171791514,224007539,131896342,ok,Number of faculty members entered 242
2022,IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,69.78,19.22,64.27,61.30,37.63,49.43,41,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-I-1110.pdf,583,4711,"{""UG [3 Years Program(s)]"": 140, ""UG [4 Years Program(s)]"": 1429, ""UG [5 Years Program(s)]"": 1755, ""PG [2 Year Program(s)]"": 567, ""PG [3 Year Program(s)]"": 693, ""PG-Integrated"": 127}",200,0,16,0,19,0,25,0,60,82,78,22,24,21,20472568,64977723,24880853,ok,Number of faculty members entered 583
2022,IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,56.99,29.87,65.82,65.05,34.50,49.18,43,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0474.pdf,1260,12480,"{""UG [3 Years Program(s)]"": 1220, ""UG [4 Years Program(s)]"": 9119, ""UG [5 Years Program(s)]"": 990, ""PG [2 Year Program(s)]"": 1130, ""PG [3 Year Program(s)]"": 21}",323,693,29,105,26,108,31,81,135,131,120,65,62,56,193542500,182085960,168475350,ok,Number of faculty members entered 1260
2022,IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,51.06,28.73,78.53,56.60,37.01,49.01,44,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0376.pdf,633,10562,"{""UG [3 Years Program(s)]"": 2061, ""UG [4 Years Program(s)]"": 2534, ""UG [5 Years Program(s)]"": 854, ""PG [2 Year Program(s)]"": 3349, ""PG [3 Year Program(s)]"": 217, ""PG-Integrated"": 1547}",620,416,174,57,112,29,133,46,72,53,61,20,10,14,174988363,45204027,94805600,ok,Number of faculty members entered 633
2022,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,55.16,22.52,82.54,55.95,35.08,48.93,45,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0318.pdf,445,7524,"{""UG [3 Years Program(s)]"": 853, ""UG [5 Years Program(s)]"": 528, ""PG [1 Year Program(s)]"": 406, ""PG [2 Year Program(s)]"": 5422, ""PG-Integrated"": 315}",1147,0,230,0,241,0,118,0,39,28,25,21,24,21,256151168,199965654,172465520,ok,Number of faculty members entered 445
2022,IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,56.93,30.15,70.35,60.93,26.53,48.93,45,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0107.pdf,482,6413,"{""UG [3 Years Program(s)]"": 391, ""UG [4 Years Program(s)]"": 3308, ""UG [5 Years Program(s)]"": 1111, ""PG [2 Year Program(s)]"": 1393, ""PG [3 Year Program(s)]"": 92, ""PG-Integrated"": 118}",591,0,57,0,59,0,61,0,117,66,103,33,33,12,342615549,132475101,565086044,ok,Number of faculty members entered 482
2022,IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,56.40,34.71,66.11,69.33,14.40,48.92,47,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0379.pdf,2371,32833,"{""UG [3 Years Program(s)]"": 5281, ""UG [4 Years Program(s)]"": 22070, ""UG [5 Years Program(s)]"": 1154, ""PG [1 Year Program(s)]"": 14, ""PG [2 Year Program(s)]"": 3739, ""PG [3 Year Program(s)]"": 236, ""PG-Integrated"": 339}",620,1543,25,86,30,59,36,54,52,92,162,10,78,143,61513482,44111083,85497698,ok,Number of faculty members entered 2371
2022,IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,69.68,17.07,64.33,65.08,34.74,48.87,48,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-I-1486.pdf,750,7564,"{""UG [3 Years Program(s)]"": 499, ""UG [4 Years Program(s)]"": 3544, ""UG [5 Years Program(s)]"": 1686, ""PG [2 Year Program(s)]"": 932, ""PG [3 Year Program(s)]"": 660, ""PG-Integrated"": 66, ""PG [6 Year Program(s)]"": 177}",153,117,12,10,11,20,38,19,227,82,47,27,24,33,233225319,143941830,122136023,ok,Number of faculty members entered 750
2022,IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,53.01,15.98,84.96,75.83,33.71,48.64,49,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0389.pdf,621,11688,"{""UG [3 Years Program(s)]"": 3884, ""UG [4 Years Program(s)]"": 4384, ""UG [5 Years Program(s)]"": 1096, ""PG [1 Year Program(s)]"": 37, ""PG [2 Year Program(s)]"": 2248, ""PG [3 Year Program(s)]"": 39}",911,0,198,0,248,0,267,0,33,37,47,12,16,27,80073323,253556894,177131576,ok,Number of faculty members entered 621
2022,IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,66.33,26.31,63.36,55.83,24.70,48.51,50,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0523.pdf,435,2273,"{""UG [5 Years Program(s)]"": 1564, ""PG [3 Year Program(s)]"": 709}",167,0,14,0,16,0,16,0,182,250,265,45,58,63,328492807,229200000,262000000,ok,Number of faculty members entered 435
2022,IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,68.42,17.66,64.52,62.17,35.08,48.46,51,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-N-10.pdf,554,6883,"{""UG [3 Years Program(s)]"": 1860, ""UG [4 Years Program(s)]"": 1756, ""PG [2 Year Program(s)]"": 1392, ""PG [3 Year Program(s)]"": 162, ""PG-Integrated"": 1713}",252,0,25,0,20,0,19,0,29,30,54,24,21,28,20720821,18360100,19717131,ok,Number of faculty members entered 554
2022,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,63.33,24.04,65.24,52.47,38.82,48.39,52,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0463.pdf,247,1754,"{""PG [1 Year Program(s)]"": 31, ""PG [2 Year Program(s)]"": 1475, ""PG [3 Year Program(s)]"": 141, ""PG-Integrated"": 107}",329,1040,92,204,41,63,64,71,166,53,50,11,16,12,196749081,70263777,71630797,ok,Number of faculty members entered 247
2022,IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,60.58,21.23,79.56,51.37,26.65,48.27,53,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0196.pdf,568,8776,"{""UG [3 Years Program(s)]"": 192, ""UG [4 Years Program(s)]"": 1253, ""UG [5 Years Program(s)]"": 393, ""PG [2 Year Program(s)]"": 5738, ""PG [3 Year Program(s)]"": 492, ""PG-Integrated"": 708}",1183,18,163,15,144,0,152,8,82,84,95,19,28,23,409105202,364048918,182753177,ok,Number of faculty members entered 568
2022,IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,65.25,23.54,59.60,65.38,30.78,48.18,54,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0295.pdf,543,4321,"{""UG [3 Years Program(s)]"": 584, ""UG [4 Years Program(s)]"": 849, ""UG [5 Years Program(s)]"": 2143, ""PG [2 Year Program(s)]"": 221, ""PG [3 Year Program(s)]"": 524}",421,185,22,20,13,10,28,11,105,79,63,40,36,28,282993463,49492837,31853207,ok,Number of faculty members entered 543
2022,IR-O-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,53.54,19.68,82.46,74.59,21.36,48.05,55,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0498.pdf,325,3939,"{""UG [3 Years Program(s)]"": 650, ""UG [4 Years Program(s)]"": 210, ""UG [5 Years Program(s)]"": 75, ""PG [1 Year Program(s)]"": 38, ""PG [2 Year Program(s)]"": 2796, ""PG [3 Year Program(s)]"": 170}",652,0,198,0,184,0,203,0,48,31,45,12,8,6,112050000,77800000,42700000,ok,Number of faculty members entered 325
2022,IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,64.90,19.12,74.83,46.63,31.92,48.03,56,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0195.pdf,398,4396,"{""UG [3 Years Program(s)]"": 141, ""UG [5 Years Program(s)]"": 364, ""PG [1 Year Program(s)]"": 24, ""PG [2 Year Program(s)]"": 3355, ""PG [3 Year Program(s)]"": 512}",646,130,97,46,95,42,103,54,40,33,31,11,9,12,197923676,255783076,355320761,ok,Number of faculty members entered 398
2022,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,57.72,32.56,61.80,48.10,37.17,47.98,57,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0448.pdf,256,2506,"{""UG [3 Years Program(s)]"": 206, ""PG [2 Year Program(s)]"": 1195, ""PG [3 Year Program(s)]"": 62, ""PG-Integrated"": 642, ""PG [6 Year Program(s)]"": 401}",376,191,89,45,73,48,89,45,41,55,65,21,24,16,293946299,156209883,122497760,ok,Number of faculty members entered 256
2022,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,64.75,18.38,83.30,57.39,2.65,47.61,58,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0136.pdf,379,3516,"{""PG [2 Year Program(s)]"": 3516}",1284,39,198,7,220,4,208,2,59,51,45,24,18,16,1352392107,1334792506,1334581463,ok,Number of faculty members entered 379
2022,IR-O-U-0056,Tezpur University,Tezpur,Assam,59.71,27.49,63.29,50.67,35.88,47.48,59,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0056.pdf,275,3494,"{""UG [3 Years Program(s)]"": 7, ""UG [4 Years Program(s)]"": 1331, ""PG [1 Year Program(s)]"": 26, ""PG [2 Year Program(s)]"": 1486, ""PG [3 Year Program(s)]"": 81, ""PG-Integrated"": 563}",709,103,57,21,48,32,41,23,306,334,302,43,33,27,130324432,238237334,274143843,ok,Number of faculty members entered 275
2022,IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,56.66,10.45,78.36,75.42,38.23,47.16,60,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0331.pdf,434,4566,"{""UG [3 Years Program(s)]"": 1907, ""PG [1 Year Program(s)]"": 34, ""PG [2 Year Program(s)]"": 2625}",440,386,98,35,139,36,176,0,388,355,535,215,208,268,293380071,504087032,492071644,ok,Number of faculty members entered 434
2022,IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,63.53,20.75,64.70,61.38,22.06,46.57,61,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0642.pdf,246,2208,"{""UG [4 Years Program(s)]"": 1959, ""PG [2 Year Program(s)]"": 249}",283,3,29,0,20,0,18,0,38,56,56,8,8,13,36900000,48300000,64418309,ok,Number of faculty members entered 246
2022,IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,56.20,23.15,70.31,64.28,21.01,46.40,62,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0446.pdf,1896,17514,"{""UG [3 Years Program(s)]"": 1814, ""UG [4 Years Program(s)]"": 10015, ""UG [5 Years Program(s)]"": 3588, ""PG [2 Year Program(s)]"": 1538, ""PG [3 Year Program(s)]"": 559}",132,873,55,166,84,158,37,72,112,33,5,21,9,4,19893925,2090766,275000,ok,Number of faculty members entered 1896
2022,IR-O-U-0470,Periyar University,Salem,Tamil Nadu,53.08,25.63,67.97,55.91,32.65,46.06,63,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0470.pdf,157,1957,"{""UG [3 Years Program(s)]"": 417, ""PG [2 Year Program(s)]"": 1436, ""PG [3 Year Program(s)]"": 47, ""PG-Integrated"": 57}",377,199,85,34,134,95,87,29,18,15,14,8,8,10,27911045,24244584,68580824,ok,Number of faculty members entered 157
2022,IR-O-U-0215,Bangalore University,Bangalore,Karnataka,58.70,17.38,74.73,57.04,25.32,46.01,64,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0215.pdf,528,4568,"{""UG [5 Years Program(s)]"": 380, ""PG [1 Year Program(s)]"": 69, ""PG [2 Year Program(s)]"": 3923, ""PG [3 Year Program(s)]"": 98, ""PG-Integrated"": 98}",1234,750,99,86,98,80,95,74,45,40,38,23,20,16,40189400,25882300,19783000,ok,Number of faculty members entered 528
2022,IR-O-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,56.69,19.48,60.48,65.01,40.39,45.49,65,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0564.pdf,847,11878,"{""UG [3 Years Program(s)]"": 2042, ""UG [4 Years Program(s)]"": 6495, ""UG [5 Years Program(s)]"": 2217, ""UG [6 Year Program(s)]"": 132, ""PG [1 Year Program(s)]"": 40, ""PG [2 Year Program(s)]"": 952}",34,493,5,47,0,42,1,20,13,24,8,9,6,4,25603375,9964261,13779248,ok,Number of faculty members entered 847
2022,IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,56.73,17.80,77.78,51.80,23.41,45.44,66,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0341.pdf,292,3628,"{""UG [4 Years Program(s)]"": 508, ""UG [5 Years Program(s)]"": 478, ""PG [2 Year Program(s)]"": 2642}",588,0,179,0,136,0,172,0,38,50,62,16,31,38,123281273,172983850,134498919,ok,Number of faculty members entered 292
2022,IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,49.27,18.27,79.86,52.04,36.38,45.07,67,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0037.pdf,437,6981,"{""UG [3 Years Program(s)]"": 170, ""UG [4 Years Program(s)]"": 1862, ""UG [5 Years Program(s)]"": 180, ""PG [2 Year Program(s)]"": 4397, ""PG [3 Year Program(s)]"": 372}",243,209,98,84,156,76,217,129,35,15,34,16,10,15,456144533,99856425,531494273,ok,Number of faculty members entered 437
2022,IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,42.84,28.84,73.16,59.69,28.53,44.95,68,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0369.pdf,377,7059,"{""UG [3 Years Program(s)]"": 1041, ""PG [1 Year Program(s)]"": 24, ""PG [2 Year Program(s)]"": 4966, ""PG-Integrated"": 1028}",1208,142,156,24,206,19,265,70,35,47,61,15,12,12,62848788,91337282,112829953,ok,Number of faculty members entered 377
2022,IR-O-U-0251,"Calicut University, Thenhipalem",Malappuram,Kerala,65.11,17.09,61.20,58.56,21.71,44.93,69,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0251.pdf,278,2218,"{""UG [3 Years Program(s)]"": 165, ""PG [1 Year Program(s)]"": 189, ""PG [2 Year Program(s)]"": 1829, ""PG [3 Year Program(s)]"": 35}",428,90,70,54,156,102,68,39,11,21,30,4,7,8,3584446,6621248,9017248,ok,Number of faculty members entered 278
2022,IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,64.47,8.58,60.40,77.26,30.00,44.72,70,https://www.nirfindia.org/nirfpdfcdn/2022/pdf/University/IR-O-U-0370.pdf,568,3967,"{""UG [3 Years Program(s)]"": 489, ""UG [4 Years Program(s)]"": 818, ""UG [5 Years Program(s)]"": 1998, ""PG [1 Year Program(s)]"": 23, ""PG [2 Year Program(s)]"": 68, ""PG [3 Year Program(s)]"": 571}",223,193,3,3,2,2,0,0,78,34,19,33,20,12,107564000,70573000,44664565,ok,Number of faculty members entered 568
