institute_id,nirf_name,affilname,city,country,doc_count,confirmed
IR-O-U-0642,Shiv Nadar University,"SSN College of Engineering, Kalavakkam",Kanchipuram,India,2/25 sampled docs,
IR-O-U-0642,Shiv Nadar University,"National Institute of Technology, Agartala",Agartala,India,1/25 sampled docs,
IR-O-U-0196,University of Kashmir,University of Kashmir,Srinagar,India,20/25 sampled docs,yes
IR-O-U-0196,University of Kashmir,Central University of Kashmir,Nunar,India,4/25 sampled docs,
IR-O-U-0196,University of Kashmir,National Institute of Technology Srinagar,Srinagar,India,1/25 sampled docs,
IR-O-U-0235,Mysore University,University of Mysore,Mysuru,India,14/25 sampled docs,yes
IR-O-U-0235,Mysore University,Visvesvaraya Technological University,Belagavi,India,2/25 sampled docs,
IR-O-U-0235,Mysore University,"The National Institute of Engineering, Mysore",Mysore,India,2/25 sampled docs,
IR-O-U-0235,Mysore University,Sheshadripuram College,Bengaluru,India,2/25 sampled docs,
IR-O-U-0235,Mysore University,Jain University (Deemed),Commerce,India,1/25 sampled docs,
IR-O-U-0376,Guru Nanak Dev University,Guru Nanak Dev University,Amritsar,India,14/25 sampled docs,yes
IR-O-U-0376,Guru Nanak Dev University,Chandigarh University,Mohali,India,2/25 sampled docs,
IR-O-U-0376,Guru Nanak Dev University,Ulsan National Institute of Science and Technology,Ulsan,South Korea,2/25 sampled docs,
IR-O-U-0376,Guru Nanak Dev University,Lovely Professional University,Phagwara,India,1/25 sampled docs,
IR-O-U-0376,Guru Nanak Dev University,Indian Institute of Technology Mandi,Mandi,India,1/25 sampled docs,
IR-O-U-0329,Symbiosis International,Symbiosis Institute of Technology,Pune,India,7/25 sampled docs,
IR-O-U-0329,Symbiosis International,Symbiosis International (Deemed University),Pune,India,5/25 sampled docs,yes
IR-O-U-0329,Symbiosis International,"Symbiosis Centre for Research and Innovation, Pune",Pune,India,2/25 sampled docs,
IR-O-U-0329,Symbiosis International,Symbiosis Institute of Health Sciences,Pune,India,2/25 sampled docs,
IR-O-U-0329,Symbiosis International,Vikrant University Gwalior,Gwalior,India,1/25 sampled docs,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,"Shri Vile Parle Kelvani Mandal’s Narsee Monjee Institute of Management Studies (Deemed to be University), Mumbai",Mumbai,India,7/25 sampled docs,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Shobhaben Pratapbhai Patel School of Pharmacy & Technology Management,Mumbai,India,5/25 sampled docs,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,SVKM’S NMIMS Shirpur Campus,Shirpur,India,3/25 sampled docs,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Meerut Institute of Engineering & Technology,Meerut,India,2/25 sampled docs,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Symbiosis International (Deemed University),Pune,India,1/25 sampled docs,
IR-O-U-0497,Amity University Noida,Amity University,Noida,India,16/25 sampled docs,yes
IR-O-U-0497,Amity University Noida,Uttaranchal University,Dehradun,India,1/25 sampled docs,
IR-O-U-0497,Amity University Noida,Murdoch Children's Research Institute,Melbourne,Australia,1/25 sampled docs,
IR-O-U-0497,Amity University Noida,Department of Paediatrics,Melbourne,Australia,1/25 sampled docs,
IR-O-U-0497,Amity University Noida,Institute for Health Metrics and Evaluation,Seattle,United States,1/25 sampled docs,
IR-O-U-0202,Birla Institute of Technology,"Birla Institute of Technology and Science, Pilani",Pilani,India,5/25 sampled docs,
IR-O-U-0202,Birla Institute of Technology,"Birla Institute of Technology, Mesra",Ranchi,India,5/25 sampled docs,yes
IR-O-U-0202,Birla Institute of Technology,"Birla Institute of Technology and Science, Pilani – Dubai Campus",Dubai,United Arab Emirates,2/25 sampled docs,
IR-O-U-0202,Birla Institute of Technology,AUH-Gurugram,Gurugram,India,1/25 sampled docs,
IR-O-U-0202,Birla Institute of Technology,"Faculty of Science, Engineering and Medicine",Coventry,United Kingdom,1/25 sampled docs,
IR-O-U-0448,Bharathidasan University,Bharathidasan University,Tiruchirappalli,India,15/25 sampled docs,yes
IR-O-U-0448,Bharathidasan University,A.V.V.M Sri Pushpam College,Thanjavur,India,2/25 sampled docs,
IR-O-U-0448,Bharathidasan University,Vinayaka Mission's Kirupananda Variyar Engineering College,Salem,India,1/25 sampled docs,
IR-O-U-0448,Bharathidasan University,National Institute of Oceanography India,Goa,India,1/25 sampled docs,
IR-O-U-0448,Bharathidasan University,Goa University,Taleigao,India,1/25 sampled docs,
IR-O-U-0389,Banasthali Vidyapith,Banasthali Vidyapith,Vanasthali,India,16/25 sampled docs,yes
IR-O-U-0389,Banasthali Vidyapith,"GIET University, Gunupur",Gunupur,India,1/25 sampled docs,
IR-O-U-0389,Banasthali Vidyapith,Molecular Biology and Genomics Centre,Dubai,United Arab Emirates,1/25 sampled docs,
