year,institute_id,name,city,state,tlr_score,rpc_score,go_score,oi_score,pr_score,overall_score,rank,faculty_count,phd_fulltime_current,phd_parttime_current,phd_graduated_fulltime_y1,phd_graduated_parttime_y1,phd_graduated_fulltime_y2,phd_graduated_parttime_y2,phd_graduated_fulltime_y3,phd_graduated_parttime_y3,sponsored_projects_y1,sponsored_projects_y2,sponsored_projects_y3,sponsored_funding_agencies_y1,sponsored_funding_agencies_y2,sponsored_funding_agencies_y3,sponsored_amount_y1,sponsored_amount_y2,sponsored_amount_y3,pdf_url,parse_status,faculty_section_raw
,,,,,,,,,,,,997,89,472,2,32,5,47,0,42,23,13,24,13,9,6,40750355,25603375,9964261,,ok,Number of faculty members entered 997
,,,,,,,,,,,,211,316,918,65,172,92,204,41,63,56,166,53,13,11,16,213147960,196749061,70263777,,ok,Number of faculty members entered 211
,,,,,,,,,,,,781,625,0,85,0,89,0,98,0,545,545,571,167,171,177,1335712951,1244615279,1297890297,,ok,Number of faculty members entered 781
,,,,,,,,,,,,582,191,166,35,0,17,48,6,18,55,43,92,13,11,43,6405692,6469460,30599300,,ok,Number of faculty members entered 582
,,,,,,,,,,,,456,955,0,322,0,230,0,241,0,24,39,28,16,21,24,229655578,256151168,199965654,,ok,Number of faculty members entered 456
,,,,,,,,,,,,755,143,156,14,20,12,10,11,20,344,227,82,47,27,24,159991467,233225319,143941830,,ok,Number of faculty members entered 755
,,,,,,,,,,,,590,822,0,233,0,198,0,248,0,36,33,37,16,12,16,132402736,80073323,253556894,,ok,Number of faculty members entered 590
,,,,,,,,,,,,157,366,178,72,71,85,34,134,95,26,18,15,10,8,8,21815834,27911045,24244584,,ok,Number of faculty members entered 157
,,,,,,,,,,,,445,369,313,132,66,98,84,156,76,26,35,15,15,16,10,99628353,156144533,99856425,,ok,Number of faculty members entered 445
,,,,,,,,,,,,519,1274,44,214,0,198,7,220,4,35,59,51,19,24,18,941397066,1352392107,1334792506,,ok,Number of faculty members entered 519
,,,,,,,,,,,,248,364,4,29,1,29,0,20,0,53,38,56,12,8,8,34877000,36900000,48300000,,ok,Number of faculty members entered 248
,,,,,,,,,,,,419,555,123,103,25,97,46,95,42,56,40,33,11,11,9,195141072,197923676,255783076,,ok,Number of faculty members entered 419
,,,,,,,,,,,,177,94,245,5,79,12,172,2,70,5,3,9,4,3,6,7610000,6713000,9150000,,ok,Number of faculty members entered 177
,,,,,,,,,,,,566,131,147,9,12,14,16,3,10,38,32,26,18,15,17,36727413,26541008,24220402,,ok,Number of faculty members entered 566
,,,,,,,,,,,,1249,465,653,86,123,53,166,80,158,165,112,0,43,21,0,12522764,16233925,0,,ok,Number of faculty members entered 1249
,,,,,,,,,,,,1484,636,567,33,0,42,0,37,0,29,22,25,17,16,15,28164497,20072456,14042219,,ok,Number of faculty members entered 1484
,,,,,,,,,,,,1357,735,100,75,0,96,0,150,0,30,16,26,20,12,17,57603387,29074248,33287172,,ok,Number of faculty members entered 1357
,,,,,,,,,,,,293,796,109,59,9,57,21,48,32,253,306,334,25,43,33,112171912,130324432,238237334,,ok,Number of faculty members entered 293
,,,,,,,,,,,,266,508,105,46,40,70,54,156,102,15,11,21,15,4,7,12832742,3584446,6621248,,ok,Number of faculty members entered 266
,,,,,,,,,,,,337,429,58,429,58,43,31,27,21,44,43,53,12,14,20,82001060,85398660,149542528,,ok,Number of faculty members entered 337
,,,,,,,,,,,,975,527,0,117,8,155,0,144,12,483,262,316,32,33,60,882923878,953966527,1207741067,,ok,Number of faculty members entered 975
,,,,,,,,,,,,265,257,0,54,0,53,0,41,0,12,10,6,6,6,6,12270963,3152289,5908232,,ok,Number of faculty members entered 265
,,,,,,,,,,,,245,415,281,56,51,48,47,40,19,82,68,30,27,20,19,60735147,49877987,4463477,,ok,Number of faculty members entered 245
,,,,,,,,,,,,628,318,276,28,46,17,37,1,17,288,214,237,288,116,237,115006960,60118800,24490800,,ok,Number of faculty members entered 628
,,,,,,,,,,,,252,1178,0,74,0,102,0,81,0,356,227,205,22,29,32,159874194,188025495,176300307,,ok,Number of faculty members entered 252
,,,,,,,,,,,,522,34,241,0,2,3,3,2,5,85,78,34,51,33,20,146113100,107564000,70573000,,ok,Number of faculty members entered 522
,,,,,,,,,,,,902,192,272,19,22,15,14,2,13,41,14,28,6,4,7,32344808,9828600,10029896,,ok,Number of faculty members entered 902
,,,,,,,,,,,,372,491,0,138,0,97,0,71,0,123,114,146,19,16,96,410381396,454385649,314706000,,ok,Number of faculty members entered 372
,,,,,,,,,,,,282,548,0,103,0,179,0,136,0,32,38,50,9,16,31,83906821,123281273,172983850,,ok,Number of faculty members entered 282
,,,,,,,,,,,,490,317,323,43,36,36,29,24,16,42,20,80,10,7,17,111971883,34917381,18032101,,ok,Number of faculty members entered 490
,,,,,,,,,,,,245,119,144,10,47,8,3,8,2,62,330,221,28,10,18,30498996,29558966,27025582,,ok,Number of faculty members entered 245
,,,,,,,,,,,,221,306,172,73,37,38,25,36,23,19,9,14,7,6,6,37571445,10743414,8913247,,ok,Number of faculty members entered 221
,,,,,,,,,,,,121,106,53,10,12,14,4,11,0,77,55,153,30,37,63,226745000,196154626,184517621,,ok,Number of faculty members entered 121
,,,,,,,,,,,,556,101,37,4,4,6,2,9,4,41,41,31,21,11,15,89314257,131349800,109319200,,ok,Number of faculty members entered 556
,,,,,,,,,,,,233,650,82,147,0,125,0,132,0,80,81,83,13,17,16,35389645,47198439,100478758,,ok,Number of faculty members entered 233
,,,,,,,,,,,,927,503,635,18,11,10,16,12,14,43,51,28,21,28,20,21045247,11858178,7953534,,ok,Number of faculty members entered 927
,,,,,,,,,,,,429,323,15,323,15,331,138,344,159,114,103,96,30,30,27,214663539,101170543,375737442,,ok,Number of faculty members entered 429
,,,,,,,,,,,,166,312,37,25,0,9,0,14,0,93,13,20,15,5,13,54384132,51151297,20402626,,ok,Number of faculty members entered 166
,,,,,,,,,,,,490,321,5,197,0,70,4,65,3,181,184,208,24,23,25,796071221,654254081,681451895,,ok,Number of faculty members entered 490
,,,,,,,,,,,,1805,903,0,72,0,53,0,65,0,160,93,87,88,62,56,152323438,164296263,121991169,,ok,Number of faculty members entered 1805
,,,,,,,,,,,,1176,407,182,52,38,42,78,21,94,83,38,36,47,22,28,191569256,179548399,15647390,,ok,Number of faculty members entered 1176
,,,,,,,,,,,,227,263,0,165,0,245,0,102,50,58,20,17,15,5,9,25480194,11557437,11502307,,ok,Number of faculty members entered 227
,,,,,,,,,,,,377,230,382,31,10,25,12,8,24,29,26,47,9,7,10,35769083,22368237,42494333,,ok,Number of faculty members entered 377
,,,,,,,,,,,,476,269,0,103,0,22,0,18,0,9,4,5,7,2,2,7496222,81097000,5933250,,ok,Number of faculty members entered 476
,,,,,,,,,,,,377,1594,0,254,0,217,0,182,0,21,18,28,8,8,8,143169652,112520735,24559643,,ok,Number of faculty members entered 377
,,,,,,,,,,,,466,907,463,145,43,116,35,122,78,576,581,621,25,25,25,118099000,105922716,196385223,,ok,Number of faculty members entered 466
,,,,,,,,,,,,422,530,386,70,0,98,35,139,36,392,388,355,235,215,208,315287303,293380071,504087032,,ok,Number of faculty members entered 422
,,,,,,,,,,,,452,700,0,110,0,82,0,72,0,52,63,66,32,33,32,126749963,148282119,219473152,,ok,Number of faculty members entered 452
,,,,,,,,,,,,182,336,0,25,0,20,0,28,0,24,13,20,8,4,8,88704793,43999967,72605910,,ok,Number of faculty members entered 182
,,,,,,,,,,,,476,2708,133,286,6,269,15,329,23,1343,1178,1594,153,106,189,5347726925,5437309580,5257220083,,ok,Number of faculty members entered 476
,,,,,,,,,,,,693,4098,0,1008,0,611,0,777,0,193,298,302,48,54,26,281390442,298611768,217895251,,ok,Number of faculty members entered 693
,,,,,,,,,,,,740,1644,0,437,0,497,0,530,0,196,180,141,47,47,45,783988393,779349473,657668287,,ok,Number of faculty members entered 740
,,,,,,,,,,,,2854,1691,657,160,40,154,38,124,45,385,356,383,150,110,105,350126083,318223448,232544804,,ok,Number of faculty members entered 2854
,,,,,,,,,,,,1829,3121,99,647,24,566,17,493,5,648,482,459,47,60,45,2069435606,3589149887,1573734919,,ok,Number of faculty members entered 1829
,,,,,,,,,,,,1402,3502,0,840,0,910,0,627,0,444,553,434,46,46,32,491071150,555256974,559389437,,ok,Number of faculty members entered 1402
,,,,,,,,,,,,1928,899,1096,242,36,128,40,80,48,124,107,140,79,70,85,2604824076,2413512577,1113629808,,ok,Number of faculty members entered 1928
,,,,,,,,,,,,1464,2652,126,510,19,588,8,481,16,227,184,138,59,44,33,751286253,379815309,390209105,,ok,Number of faculty members entered 1464
,,,,,,,,,,,,907,2424,0,446,0,414,0,341,0,140,213,294,49,68,74,365928471,275198783,906971030,,ok,Number of faculty members entered 907
,,,,,,,,,,,,3326,3808,603,214,16,118,106,196,184,146,127,105,31,23,16,139337324,225184388,71779033,,ok,Number of faculty members entered 3326
,,,,,,,,,,,,900,414,1021,109,90,82,67,86,63,3038,5225,6270,684,1096,1954,283062130,6431200,11990250,,ok,Number of faculty members entered 900
,,,,,,,,,,,,4120,2010,961,197,146,159,160,65,116,391,147,87,343,27,21,282447565,90703348,73315484,,ok,Number of faculty members entered 4120
,,,,,,,,,,,,941,933,583,149,85,157,118,134,93,93,119,84,46,49,33,383628283,468110570,385574187,,ok,Number of faculty members entered 941
,,,,,,,,,,,,1280,1156,119,154,5,76,3,87,6,88,71,104,35,33,41,97101000,92545000,101038000,,ok,Number of faculty members entered 1280
,,,,,,,,,,,,2058,1744,0,212,0,184,0,137,0,151,126,101,61,49,49,204116643,99127693,103503419,,ok,Number of faculty members entered 2058
,,,,,,,,,,,,1184,2368,0,275,0,302,0,240,0,581,500,956,176,192,218,7026084000,5200875480,2889072003,,ok,Number of faculty members entered 1184
,,,,,,,,,,,,412,1506,60,242,7,204,0,178,6,458,378,398,55,78,55,650934326,304072791,393003086,,ok,Number of faculty members entered 412
,,,,,,,,,,,,1219,1098,1743,279,285,545,387,587,483,142,648,679,13,66,76,146763387,921245785,1401279356,,ok,Number of faculty members entered 1219
,,,,,,,,,,,,979,1408,392,155,30,113,55,88,24,257,301,320,62,105,101,330600706,513082486,442930430,,ok,Number of faculty members entered 979
,,,,,,,,,,,,2312,1006,601,182,72,188,0,103,0,148,120,71,146,101,66,641585000,631984600,539271966,,ok,Number of faculty members entered 2312
,,,,,,,,,,,,306,1046,477,584,159,573,149,536,138,48,42,68,41,38,30,332000000,262830217,166621630,,ok,Number of faculty members entered 306
,,,,,,,,,,,,988,449,443,125,0,73,75,48,80,234,159,142,102,19,17,103573102,76184000,74066000,,ok,Number of faculty members entered 988
,,,,,,,,,,,,801,1389,0,225,0,478,0,475,0,70,60,95,24,15,20,74580443,389095394,304996410,,ok,Number of faculty members entered 801
,,,,,,,,,,,,803,612,120,83,10,53,18,52,21,156,125,117,66,62,54,148947314,260334043,117303771,,ok,Number of faculty members entered 803
,,,,,,,,,,,,702,689,85,498,238,198,248,149,225,87,58,55,71,43,43,503319397,325481618,319426800,,ok,Number of faculty members entered 702
,,,,,,,,,,,,272,378,128,157,375,157,369,158,364,110,106,121,15,24,17,136859509,313507185,276574930,,ok,Number of faculty members entered 272
,,,,,,,,,,,,1926,731,1171,60,123,33,146,24,86,1014,176,52,108,16,10,2223000,5680000,4763610,,ok,Number of faculty members entered 1926
,,,,,,,,,,,,843,414,155,133,10,61,10,43,11,73,87,87,18,14,15,539685492,117233514,397610718,,ok,Number of faculty members entered 843
,,,,,,,,,,,,752,528,132,84,20,76,23,69,24,44,52,66,20,24,34,108490000,103620000,84804000,,ok,Number of faculty members entered 752
,,,,,,,,,,,,628,575,238,124,29,103,21,107,13,31,237,223,12,120,119,25047175,1500000,18395332,,ok,Number of faculty members entered 628
,,,,,,,,,,,,1585,657,161,126,160,167,116,195,112,104,88,82,33,31,28,100109423,73788777,59004884,,ok,Number of faculty members entered 1585
,,,,,,,,,,,,2213,778,1849,119,261,62,163,69,215,121,47,101,51,20,34,201477096,60961825,137014456,,ok,Number of faculty members entered 2213
,,,,,,,,,,,,391,791,0,213,0,190,0,198,0,64,56,48,22,17,12,213740800,134025000,112050000,,ok,Number of faculty members entered 391
,,,,,,,,,,,,304,737,160,118,98,91,79,98,117,139,115,73,46,25,21,853721689,108458653,119243214,,ok,Number of faculty members entered 304
,,,,,,,,,,,,191,465,109,93,5,73,3,186,11,171,197,114,96,107,61,298108295,415594558,252661675,,ok,Number of faculty members entered 191
,,,,,,,,,,,,286,543,297,194,279,422,497,89,45,60,59,41,21,28,21,348595849,288930305,293946299,,ok,Number of faculty members entered 286
,,,,,,,,,,,,186,346,187,83,21,106,42,81,36,185,76,77,40,37,31,1515973524,1399179447,1350746799,,ok,Number of faculty members entered 186
,,,,,,,,,,,,969,2489,421,496,0,645,0,392,0,275,261,188,94,26,26,198419807,217853669,272785340,,ok,Number of faculty members entered 969
,,,,,,,,,,,,348,423,75,132,37,154,34,117,36,51,180,89,19,45,22,222156177,212005920,282233735,,ok,Number of faculty members entered 348
,,,,,,,,,,,,438,1282,426,412,121,323,15,331,138,118,114,103,37,30,30,437762328,214663539,101170543,,ok,Number of faculty members entered 438
,,,,,,,,,,,,637,516,46,82,1,63,0,57,0,133,132,117,16,13,33,224794060,231920100,342615549,,ok,Number of faculty members entered 637
,,,,,,,,,,,,699,857,275,37,16,32,14,22,20,141,113,105,58,41,40,323814740,89681517,282993463,,ok,Number of faculty members entered 699
,,,,,,,,,,,,470,1000,900,539,565,145,180,170,64,62,56,88,22,27,27,247500000,360000000,524500000,,ok,Number of faculty members entered 470
,,,,,,,,,,,,497,358,0,18,0,15,0,16,0,62,63,60,32,13,22,12884843,3333795,3811795,,ok,Number of faculty members entered 497
,,,,,,,,,,,,644,1160,32,222,9,157,7,163,15,84,108,82,14,25,19,132519953,374644089,409105202,,ok,Number of faculty members entered 644
,,,,,,,,,,,,999,298,436,2,40,2,32,5,47,20,23,13,10,13,9,15693049,40750355,25603375,,ok,Number of faculty members entered 999
,,,,,,,,,,,,388,750,779,111,118,115,142,81,75,13,31,19,10,10,10,147013386,160407480,70419233,,ok,Number of faculty members entered 388
,,,,,,,,,,,,1025,731,637,74,73,28,26,34,21,15,29,31,15,15,15,79947708,90000000,89404350,,ok,Number of faculty members entered 1025
,,,,,,,,,,,,574,245,0,20,0,27,0,25,0,35,43,29,28,29,24,35146932,26126190,20720821,,ok,Number of faculty members entered 574
,,,,,,,,,,,,322,569,79,146,31,103,25,97,46,72,56,40,12,11,11,298855422,195141072,197923676,,ok,Number of faculty members entered 322
,,,,,,,,,,,,1389,404,528,67,60,45,101,26,105,158,145,135,71,67,65,225725203,214552500,193542500,,ok,Number of faculty members entered 1389
,,,,,,,,,,,,639,169,342,5,14,33,0,8,48,21,55,43,16,13,11,5482266,6405692,6469460,,ok,Number of faculty members entered 639
,,,,,,,,,,,,522,159,0,14,0,16,0,14,0,289,239,237,66,66,58,213985456,256845590,215619158,,ok,Number of faculty members entered 522
,,,,,,,,,,,,436,332,544,152,205,136,112,244,0,83,84,41,56,29,20,504384000,51470388,115432000,,ok,Number of faculty members entered 436
,,,,,,,,,,,,651,177,257,12,16,14,20,12,10,299,344,227,125,47,27,582743692,159991467,233225319,,ok,Number of faculty members entered 651
,,,,,,,,,,,,206,324,198,109,66,72,71,85,34,11,26,18,10,10,8,24639447,21815834,27911045,,ok,Number of faculty members entered 206
,,,,,,,,,,,,793,534,0,106,0,85,0,89,0,480,545,545,186,167,171,1273130173,1335712951,1244615279,,ok,Number of faculty members entered 793
,,,,,,,,,,,,275,563,0,70,0,70,0,98,35,370,392,388,234,235,215,316713386,315287303,293380071,,ok,Number of faculty members entered 275
,,,,,,,,,,,,325,608,312,258,156,229,321,223,315,43,71,62,39,24,19,406124000,253355000,192143500,,ok,Number of faculty members entered 325
,,,,,,,,,,,,1651,656,610,39,8,33,0,42,0,47,29,22,31,17,16,32186597,28164497,20072456,,ok,Number of faculty members entered 1651
,,,,,,,,,,,,560,1686,0,367,0,322,0,230,0,43,24,39,24,16,21,322971435,229655578,256151168,,ok,Number of faculty members entered 560
,,,,,,,,,,,,273,399,10,33,0,29,1,29,0,72,53,38,15,12,8,46955000,34877000,36900000,,ok,Number of faculty members entered 273
,,,,,,,,,,,,207,334,770,112,281,65,172,92,204,112,56,166,20,13,11,136953582,213147960,196749061,,ok,Number of faculty members entered 207
,,,,,,,,,,,,887,281,349,32,57,13,32,15,33,21,23,9,20,19,5,154374341,35302812,23170000,,ok,Number of faculty members entered 887
,,,,,,,,,,,,1370,874,100,98,0,74,0,96,0,28,30,16,22,20,12,28566120,57603387,29074248,,ok,Number of faculty members entered 1370
,,,,,,,,,,,,672,172,266,13,12,9,12,14,16,64,38,32,24,18,15,39084293,36727413,26541008,,ok,Number of faculty members entered 672
,,,,,,,,,,,,610,835,0,249,0,233,0,198,0,36,36,33,15,16,12,89171729,132402736,80073323,,ok,Number of faculty members entered 610
,,,,,,,,,,,,411,128,254,10,8,0,2,3,3,62,85,78,33,51,33,175818705,146113100,107564000,,ok,Number of faculty members entered 411
,,,,,,,,,,,,306,795,141,71,18,59,9,57,21,108,253,306,36,25,43,163962763,112171912,130324432,,ok,Number of faculty members entered 306
,,,,,,,,,,,,272,254,0,57,0,54,0,53,0,8,12,10,4,6,6,6802407,12270963,3152289,,ok,Number of faculty members entered 272
,,,,,,,,,,,,1016,288,330,14,28,19,22,15,14,18,41,14,6,6,4,20109500,32344808,9828600,,ok,Number of faculty members entered 1016
,,,,,,,,,,,,612,502,158,35,23,28,46,17,37,205,288,214,152,288,116,31718900,84597000,18873000,,ok,Number of faculty members entered 612
,,,,,,,,,,,,1331,323,821,75,118,86,123,53,166,193,165,112,57,43,21,21494223,12522764,16233925,,ok,Number of faculty members entered 1331
,,,,,,,,,,,,130,128,40,17,8,10,12,14,4,116,77,55,46,30,37,531567168,226745000,196154626,,ok,Number of faculty members entered 130
,,,,,,,,,,,,203,57,224,27,169,5,79,12,172,9,5,3,5,4,3,114150000,7610000,6713000,,ok,Number of faculty members entered 203
,,,,,,,,,,,,521,1357,83,244,29,214,0,198,7,129,35,59,39,19,24,1013185995,941397066,1352392107,,ok,Number of faculty members entered 521
,,,,,,,,,,,,250,1000,0,111,0,74,0,102,0,220,356,227,25,22,29,678590065,159874194,188025495,,ok,Number of faculty members entered 250
,,,,,,,,,,,,1743,753,0,83,0,72,0,53,0,237,160,93,150,88,62,214101027,152323438,164296263,,ok,Number of faculty members entered 1743
,,,,,,,,,,,,254,214,379,4,65,10,47,8,3,38,62,330,17,28,10,26139766,30498996,29558966,,ok,Number of faculty members entered 254
,,,,,,,,,,,,290,371,225,58,78,56,51,48,47,43,82,68,27,27,20,99154377,60735147,49877987,,ok,Number of faculty members entered 290
,,,,,,,,,,,,377,693,389,195,91,109,47,99,86,183,86,50,32,42,37,69318778,1221564000,311687000,,ok,Number of faculty members entered 377
,,,,,,,,,,,,337,453,99,40,4,59,58,43,31,46,44,43,13,12,14,71253348,82001060,85398660,,ok,Number of faculty members entered 337
,,,,,,,,,,,,181,523,0,38,0,25,0,20,0,46,24,13,10,8,4,64623445,88704793,43999967,,ok,Number of faculty members entered 181
,,,,,,,,,,,,934,451,0,207,7,117,8,155,0,490,483,262,54,32,33,909105617,882923878,953966527,,ok,Number of faculty members entered 934
,,,,,,,,,,,,170,129,65,29,12,17,14,14,19,5,6,6,4,5,5,3352626,2904405,6749666,,ok,Number of faculty members entered 170
,,,,,,,,,,,,953,542,612,22,16,18,11,10,16,40,43,51,30,21,28,48130752,21045247,11858178,,ok,Number of faculty members entered 953
,,,,,,,,,,,,444,459,373,113,76,132,66,98,84,12,26,35,10,15,16,114861147,99628353,156144533,,ok,Number of faculty members entered 444
,,,,,,,,,,,,363,495,0,105,0,138,0,97,0,128,123,114,26,19,16,470063887,410381396,454385649,,ok,Number of faculty members entered 363
,,,,,,,,,,,,264,619,98,50,29,46,40,70,54,25,15,11,9,15,4,23034970,12832742,3584446,,ok,Number of faculty members entered 264
,,,,,,,,,,,,443,324,0,105,0,197,0,70,4,198,181,184,79,24,23,753028972,796071221,654254081,,ok,Number of faculty members entered 443
,,,,,,,,,,,,971,526,457,61,37,9,48,14,33,19,72,38,12,58,33,69588064,222517264,154449514,,ok,Number of faculty members entered 971
,,,,,,,,,,,,448,253,249,51,11,45,6,16,27,100,86,116,10,7,9,28288401,9662000,19641000,,ok,Number of faculty members entered 448
,,,,,,,,,,,,228,296,135,57,63,73,37,38,25,8,19,9,7,7,6,54725809,37571445,10743414,,ok,Number of faculty members entered 228
,,,,,,,,,,,,286,258,0,33,0,19,6,10,5,192,180,36,54,43,20,33700138,6600138,10615000,,ok,Number of faculty members entered 286
,,,,,,,,,,,,684,122,42,3,6,4,4,6,2,29,41,41,14,21,11,55321365,89314257,131349800,,ok,Number of faculty members entered 684
,,,,,,,,,,,,737,149,362,8,39,3,40,4,35,20,25,22,12,11,12,9107567,22412464,9234884,,ok,Number of faculty members entered 737
,,,,,,,,,,,,719,1021,85,380,0,323,0,353,0,140,89,79,21,15,14,135429154,96472685,83260540,,ok,Number of faculty members entered 719
,,,,,,,,,,,,505,320,335,33,19,43,36,36,29,65,42,20,8,10,7,31337765,111971883,34917381,,ok,Number of faculty members entered 505
,,,,,,,,,,,,170,303,36,36,0,25,0,9,0,72,93,13,23,15,5,53942853,54384132,51151297,,ok,Number of faculty members entered 170
,,,,,,,,,,,,544,306,0,22,0,103,0,22,0,7,9,4,4,7,2,5538557,7496222,81097000,,ok,Number of faculty members entered 544
,,,,,,,,,,,,481,2637,135,382,13,286,6,269,15,1412,1343,1178,276,153,106,11118521445,5347726925,5437309580,,ok,Number of faculty members entered 481
,,,,,,,,,,,,734,2904,0,885,0,1008,0,611,0,274,193,298,34,48,54,678674854,281390442,298611768,,ok,Number of faculty members entered 734
,,,,,,,,,,,,2938,2167,1019,198,60,160,40,154,38,444,385,356,150,150,110,473138286,350126083,318223448,,ok,Number of faculty members entered 2938
,,,,,,,,,,,,742,1649,0,586,0,437,0,497,0,204,196,180,27,47,47,936667416,783988393,779349473,,ok,Number of faculty members entered 742
,,,,,,,,,,,,1189,3595,0,766,0,840,0,910,0,479,444,553,50,46,46,751219345,491071150,555256974,,ok,Number of faculty members entered 1189
,,,,,,,,,,,,1907,2225,88,638,27,647,24,566,17,598,648,482,87,47,60,1998784433,2069435606,3589149887,,ok,Number of faculty members entered 1907
,,,,,,,,,,,,1071,1651,475,209,38,155,30,113,55,425,257,301,118,62,105,476006612,330600706,513082486,,ok,Number of faculty members entered 1071
,,,,,,,,,,,,2104,1073,1236,243,41,281,36,160,40,151,124,107,82,79,70,981189360,2604824076,2413512577,,ok,Number of faculty members entered 2104
,,,,,,,,,,,,934,2535,0,421,0,446,0,414,0,121,140,213,55,49,68,367112181,365928471,275198783,,ok,Number of faculty members entered 934
,,,,,,,,,,,,1424,2466,106,558,20,510,19,588,8,243,227,184,64,59,44,807603543,751286253,379815309,,ok,Number of faculty members entered 1424
,,,,,,,,,,,,4466,1760,881,360,186,197,146,159,160,127,391,147,34,343,27,203093412,282447565,90703348,,ok,Number of faculty members entered 4466
,,,,,,,,,,,,1211,2371,0,324,0,275,0,302,0,776,581,500,171,176,192,10378616020,7026084000,5200875480,,ok,Number of faculty members entered 1211
,,,,,,,,,,,,1129,658,849,127,114,109,90,82,67,59,3038,5225,46,684,1096,31051289,283062130,6431200,,ok,Number of faculty members entered 1129
,,,,,,,,,,,,3352,4516,626,441,8,214,16,118,106,201,146,127,31,31,23,202868433,139337324,225184388,,ok,Number of faculty members entered 3352
,,,,,,,,,,,,1366,1194,132,225,4,154,5,76,3,102,88,71,48,35,33,103864000,97101000,92545000,,ok,Number of faculty members entered 1366
,,,,,,,,,,,,561,1354,0,306,0,181,0,100,0,242,218,751,40,53,25,2068392061,1531225000,1393402921,,ok,Number of faculty members entered 561
,,,,,,,,,,,,2006,1789,0,214,0,212,0,184,0,164,151,126,71,61,49,542910621,204116643,99127693,,ok,Number of faculty members entered 2006
,,,,,,,,,,,,428,1455,42,294,8,242,7,204,0,455,458,378,51,55,78,1014356384,650934326,304072791,,ok,Number of faculty members entered 428
,,,,,,,,,,,,2474,914,371,121,65,182,72,188,0,160,148,120,129,146,101,655277000,641585000,631984600,,ok,Number of faculty members entered 2474
,,,,,,,,,,,,856,1157,652,148,62,149,85,157,118,98,93,119,46,46,49,224679428,383628283,468110570,,ok,Number of faculty members entered 856
,,,,,,,,,,,,767,721,79,114,41,83,10,53,18,155,156,125,68,66,62,225263878,148947314,260334043,,ok,Number of faculty members entered 767
,,,,,,,,,,,,2331,882,2039,162,258,118,261,62,163,150,121,47,51,51,20,127972571,201477096,60961825,,ok,Number of faculty members entered 2331
,,,,,,,,,,,,702,451,274,292,388,498,238,198,248,92,87,58,52,71,43,506520405,503319397,325481618,,ok,Number of faculty members entered 702
,,,,,,,,,,,,1530,1064,207,95,163,73,160,128,116,272,104,88,37,33,31,150990542,100109423,73788777,,ok,Number of faculty members entered 1530
,,,,,,,,,,,,306,1462,571,596,166,584,159,573,149,53,48,42,43,41,38,363127216,332000000,262830217,,ok,Number of faculty members entered 306
,,,,,,,,,,,,985,545,474,103,25,125,0,73,75,279,234,159,133,102,19,112408000,103573102,76184000,,ok,Number of faculty members entered 985
,,,,,,,,,,,,788,482,45,110,14,84,20,76,23,43,44,52,22,20,24,340729000,108490000,103620000,,ok,Number of faculty members entered 788
,,,,,,,,,,,,709,582,236,128,31,124,29,103,21,28,31,237,14,12,120,25410374,25047175,1500000,,ok,Number of faculty members entered 709
,,,,,,,,,,,,847,686,127,138,6,133,10,61,10,84,73,87,22,18,14,290180703,539685492,105126356,,ok,Number of faculty members entered 847
,,,,,,,,,,,,625,1444,542,602,296,304,565,107,180,65,62,56,22,22,27,31760774,148543926,326034526,,ok,Number of faculty members entered 625
,,,,,,,,,,,,2088,899,1125,95,188,60,123,33,146,62,1014,176,12,108,16,2119529,2223000,5680000,,ok,Number of faculty members entered 2088
,,,,,,,,,,,,290,739,160,184,67,118,98,91,79,193,139,115,54,46,25,1215165139,853721689,108458653,,ok,Number of faculty members entered 290
,,,,,,,,,,,,452,1205,115,485,182,412,121,323,15,159,118,114,32,37,30,656120864,437762328,214663539,,ok,Number of faculty members entered 452
,,,,,,,,,,,,674,990,14,198,11,222,9,157,7,52,84,108,14,14,25,124445131,132519953,374644089,,ok,Number of faculty members entered 674
,,,,,,,,,,,,950,3097,0,497,0,496,0,645,0,143,275,261,48,94,26,417827398,198419807,217853669,,ok,Number of faculty members entered 950
,,,,,,,,,,,,292,409,132,191,231,194,279,422,497,73,60,59,22,21,28,440294426,348595849,288930305,,ok,Number of faculty members entered 292
,,,,,,,,,,,,407,802,0,227,0,213,0,190,0,71,64,56,27,22,17,274856210,213740800,134025000,,ok,Number of faculty members entered 407
,,,,,,,,,,,,340,1022,464,398,281,132,37,154,34,88,51,180,26,19,45,235105776,222156177,212005920,,ok,Number of faculty members entered 340
,,,,,,,,,,,,1206,1092,1710,287,340,279,285,545,387,275,142,648,10,13,66,149799014,146763387,921245785,,ok,Number of faculty members entered 1206
,,,,,,,,,,,,193,452,86,83,13,93,5,73,3,219,171,197,123,96,107,477771727,298108295,415594558,,ok,Number of faculty members entered 193
,,,,,,,,,,,,504,388,0,71,0,18,0,15,0,20,62,63,14,32,13,29491388,12884843,3333795,,ok,Number of faculty members entered 504
,,,,,,,,,,,,1033,773,608,141,71,74,73,28,26,15,15,29,15,15,15,54393604,79947708,90000000,,ok,Number of faculty members entered 1033
,,,,,,,,,,,,220,506,323,144,17,48,6,74,13,156,185,76,47,40,37,2034207991,1515973524,1399179447,,ok,Number of faculty members entered 220
